address_1,address_2,label
"Rua do Hospital Velho, 17, Funchal","Rua do Hospital Velho 23A, Edificio Insular, Piso 4, 8, Funchal, 9060-129",0
"Praça Zeca Afonso, 5, Entradas, 7780-327","Praça Zeca Afonso, 2, Évora, 7000-379",0
"Largo da Estação, 6, Beja, 7800-132","Largo da Estação, 6, 7800-132",1
"Rua de São Lourenço, 25, Oriola, 7220-301","Rua Larga, 17, Oriola, 7220-301",0
"Rua dos Moinhos, 29, Portel, 7220-416","Rua Doutor António Galhordas, 18, Portel, 7220-348",0
"Rua Figueiral, 40 A, Caniço, 9125-063","Rua Don Francisco Santana, 48, Caniço, 9125031",0
"Rua Padre António Sousa Da Costa Miss Hijas, 9, Câmara de Lobos, 9300-115","Rua Padre António Sousa Da Costa, 53, Câmara de Lobos, 9325-370",0
"Rua Francisco Paulino, 3, Ferreira do Alentejo, 7900-642","Rua do Movimento das Forças Armadas, 11, Ferreira do Alentejo, 7900-619",0
"Rua Dom António Correia Sa, 27, Santo Amaro, 7470-155","r dom antónio correia sa, 27, Santo Amaro",1
"Largo dos Aviadores, 2, Vila Nova de Gaia","Largo de Avis, Vila Nova de Gaia, 4430-329",0
"Largo 25 de Fevereiro, 63, Évora, 7000-459","Rua de Portel, 2, Évora, 7005-397",0
"R Portela, 251, Vila Boa De Quires, 4635-733","R Portela De Baixo, 11, Vila Boa De Quires, 4635-734",0
"Rua de Santa Maria, 22, Évora, 7000-592","r de maria santa, 22, Évora",1
"Rua Professor Everardo Pitrez, 27, Vila Real, 5000-195","everardo professor r pitrez, 27, Vila Real, 5000-195",1
"Rua do Prior, 4, Monte do Trigo, 7220-248","Largo Do Roncanito, 1, Monte do Trigo, 7220-218",0
"R D Isabel Corte Real, 70, Vila Boa Do Bispo, 4625-715","rk d isabel corte real, 70, Vila Boa Do Bispo",1
"Rua Varziela, 713, Maureles, 4630-505","Rua Vau, 270, Maureles, 4630-534",0
"Rua das Escolas, Covilhã, 6200-441","r das escolas, Covilhã, 6200-441",1
"Praça do Pelourinho, 4, Barbacena, 7350-431","Praça do Pelourinho, 5, Gavião, 6040-103",0
"Rua Professor Abílio Meireles, 14, Entroncamento, 2330-188","Rua 5 de Outubro, 52, Entroncamento, 2330-094",0
"Rua Vasco da Gama, LT 10, Alvito, 7920-058","da vaco r gama, LT 10, Alvito, 7920-058",1
"Rua Diogo Cristina, 59A, Olhão, 8700-422","r cristina diogo, 59A, Olhão, 8700-422",1
"Travessa Torta, 7, Mora, 7490-257","Travessa Trás dos Quintais, 5, Mora, 7490-258",0
"Rua do Outeiro, 32, Pias, 7830-241","Rua do Outeiro, 32, 7830-241",1
"Rua Festróia, A, Setúbal, 2910-859","Rua da Manteigada, 2, Setúbal, 2900-241",0
"Rua da Fonte, 42, Almeirim, 2080-076","Rua da Fonte, 42, Almeirim",1
"Rua do Século, 16, Nisa, 6050-372","Rua do Século, 16, 6050-372",1
"Rua da Escola, 4, Santo Amador, 7875-255","hestcola da r, 4, Santo Amador",1
"Rua do Barão de Viamonte, 24, Leiria, 2400-261","Rua Pedro Nunes, 15, Leiria",0
"Rua Dr Padre Doutor António Antunes Breda, 47, Mealhada, 3050-327","Rua Capitão Cabral, Lote: 2, nº18, Mealhada",0
"Rua de Aljustrel, 1, Messejana, 7600-327","Rua de Aljustrel, 1, Messejana",1
"Praça do Chile, 3, Lisboa, 1000-098","Rua do Diário de Notícias, 154, Lisboa",0
"Rua Padrinho Manuel, 84, Esmoriz","Rua Professor Vitorino Nemésio, 402, Esmoriz",0
"Rua Jornal de Arganil, Arganil, 3300-053","Rua Armando Nogueira de Carvalho, 3, Arganil, 3300-030",0
"Rua da Rosa, 28A, Horta (Angústias), 9900-024","Rua da Rosa, 28A, Horta (Angústias)",1
"Rua Oliveira Martins, 7, Almeirim, 2080-161","oliveira r martins, 7, Almeirim, 2080-161",1
"Aceiro Francisco Silvestre, 171, Pinhal Novo, 2955-212","Rua Comandante Francisco Joaquim Baptista, LT 48, Pinhal Novo, 2955-043",0
"Rua Nova, 6, Amieira do Tejo, 6050-137","Rua Doutor Donato, 16, Amieira do Tejo, 6050-141",0
"Rua Ministro Ávila, 22, Horta (Conceição), 9900-160","Rua Ministro Ávila, 22, Horta (Conceição)",1
"Rua Norte, 29, Brinches, 7830-133","Rua Norte, 29, Brinches",1
"Beco das Flores, 3, Aldeia Velha, 7480-051","Beco das Flores, 8, Montinho, 7480-028",0
"Beco Campanario, 6, Câmara de Lobos, 9300-038","Beco Grilo, 9, Câmara de Lobos, 9300-215",0
"Travessa da Igreja, 13, Amieira do Tejo, 6050-125","Rua de Nossa Senhora da Sanguinheira, 20, Amieira do Tejo, 6050-116",0
"Rua Bartolomeu Dias, 4, Coimbra, 3030-041","Rua Bartolomeu Dias, 4, Coimbra",1
"Rua Nova do Almada, 122, Lisboa","ru do anova almada, 122, Lisboa",1
"Rua dos Besteiros, 20, Portalegre, 7300-170","Rua dos Besteiros, 20, 7300-170",1
"Caminho da Lomba da Arregaca, 89, Coimbra, 3030-415","Caminho da Lomba da Arregaça, Coimbra, 3030-415",0
"Lg Fontes, 70, Marco De Canaveses, 4630-093","Rua Por Sol;Lg Feira Marco, 30, Marco De Canaveses, 4630-215;4630-302",0
"Rua das Flores, 1 A, São Sebastião da Giesteira, 7000-202","Rua das Flores, 39, Foros do Mocho, 7425-015",0
"Rua Heróis do Ultramar, 37, Peniche, 2520-423","r heróis do ultramar, 37, Peniche, 2520-423",1
"Herdade do Perdiganito,, Lote 52, Nossa Senhora de Machede, 7005-671 Évora","Rua do Depósito, 17, Nossa Senhora de Machede, 7005-684",0
"Travessa das Flores, Arelho, 2510-191","Rua das Poças, Arelho, 2510-191",0
"Rua da Bela Vista, 46, Nine, 4775-449","Rua da Boavista, 53, Nine, 4775-444",0
"Rua Jorge Barradas, 33, Lisboa, 1500-369","Rua de Belém, 84-92, Lisboa, 1300-085",0
"Travessa do Fontanário, 2, Coimbra, 3045-169","Travessa do Montarroio, 1-3, Coimbra, 3000-289",0
"Avenida Doutor Joaquim Rojão, 1A;1;1 A, Reguengos de Monsaraz, 7200-396","Avenida Doutor Joaquim Rojão, 1A;1;1 A, Reguengos de Monsaraz",1
"Avenida 10 de Junho, 50, Quinta do Conde, 2975-053","Avenida General Humberto Delgado, 76, Quinta do Conde, 2975-311",0
"Rua Levadinha, 32, Gaula, 9100-014","Rua 13 De Setembro De 1509, 48, Gaula, 9100-079",0
"R Senhora Da Silva, 395, Alpendurada E Matos, 4575-048","R Senhora Da Silva, 395, Alpendurada E Matos",1
"Rua D. Pedro Cristo, Lisboa, 1700-135","Rua Dom Pedro Cristo, 18, Lisboa, 1700-136",0
"Rua dos Biscoitos, 34, Madalena, 9950-333","bisicoitos dos r, 34, Madalena",1
"Rua Cândido dos Reis;Rua António Festas, 57, Redondo, 7170-012;7170-010","Rua Cândido dos Reis, 41, Redondo, 7170-012",0
"Rua Jorge Sena, 131, Montijo, 2870-462","r jorge sena, 131, Montijo",1
"Rua B, 6, Santa Clara de Louredo, 7800-721","Rua Da Fonte, 37, Santa Clara de Louredo, 7800-721",0
"Rua Laje, 32, Calheta, 9370-727","Rua Laje, 32, 9370-727",1
"Rua Sacadura Cabral, 2535, Quinta do Conde, 2975-307","Rua Nossa Senhora da Boa Hora, Quinta do Conde, 2975",0
"Rua da Escola, 6, Perolivas/Gafanhoeiras, 7200-457","r da escola, 6, Perolivas/Gafanhoeiras",1
"Rua Padre Américo, 12, Cantanhede, 3060-186","Rua Padre Américo, 12, 3060-186",1
"Estrada da Circunvalação, 45, Sousel, 7470-210","da estrada circunvalaãço, 45, Sousel, 7470-210",1
"Rua Eça de Queirós, 37, Montemor-o-Novo, 7050-231","Rua dos Defensores da Liberdade, 8, Montemor-o-Novo, 7050-230",0
"Rua Abel Alves de Figueiredo, 531, Santo Tirso, 4780-384","Rua do Doutor António Augusto Pires de Lima, 16, Santo Tirso, 4780-443",0
"Monte Novo da Courela, 39, Nossa Senhora da Graça de Divor, 7000-019","Rua da Graça, 2, Nossa Senhora da Graça de Divor, 7000-019",0
"Rua Quinta Calaca Apartamentos Do Mar, 3, Funchal, 9000-108","Rua Quinta Calaca Apartamentos Do Mar, 3, 9000-108",1
"Rua do Norte, 69, Outeiro da Cortiçada, 2040-172","r norte do, 69, Outeiro da Cortiçada",1
"Estrada da Circunvalação, 41, Sousel, 7470-210","Estrada da Circunvalação, 41, Sousel",1
"EN258, Vidigueira, 7960-313","EN 258, Vidigueira, 7960-305",0
"Rua Doutor José Falcão, 300, Ovar, 3880-205","Rua Doutor José Falcão, 300, Ovar",1
"Travessa Dona Maria, 2, Tramaga, 7400-604","travesas maria dona, 2, Tramaga",1
"Rua dos Clérigos, 9, Portalegre, 7300-191","Rua dos Clérigos, 7, Évora, 7005-462",0
"Vereda Ribeiro Laranjeira B, B, Camacha, 9135-431","vereda ribeior laranvjeira b, B, Camacha",1
"Avenida 25 de Abril, 54-56, Peniche, 2520-202","av 5 de wabril, 54-56, Peniche",1
"Quinta de São Miguel, 8, Coimbra, 3030-334","Rua Lourenço de Almeida Azevedo, 84-88, Coimbra, 3000-250",0
"Rua Camilo Castelo Branco, 39, Ribeirão, 4760-731","r camilo castleo branco, 39, Ribeirão, 4760-731",1
"Rua Cruzes, 42, Soalhães, 4630-632","Rua Rechão Da Forca, Soalhães, 4630-731",0
"Rua Dom Afonso Henriques, 50, Alcácer do Sal, 7580-057","Rua Dom Afonso Henriques, 50, 7580-057",1
"Praceta Quinta da Fonte, 2, Apelação, 2680-308","Praceta da Mina, 1, Apelação, 2680-318",0
"Ramal do Monte da Guia, 1, Horta (Angústias), 9900","Monte da Guia, Horta (Angústias), 9900",0
"Rua das Vendas Novas, 44, Almeirim, 2080-090","Rua da Fonte, 1, Almeirim, 7780-101",0
"Rua da Caridade, 109, Setúbal, 2910-050","Rua Engº Ferreira Dias - (EN 10 Vale do Cobro), Setúbal, 2910-000",0
"Rua Constituição de 2 de Abril de 1976, 47, Ponte de Sôr, 7400-239","Rua Constituição de 2 de Abril de 1976, 47, 7400-239",1
"Rua da Felicidade, 7, Zambujeira do Mar, 7630-774","Rua da Felicidade, 7, 7630-774",1
"Avenida Pedro Álvares Cabral, 9, Setúbal, 2910-869","Avenida Pedro Álvares Cabral, 9, 2910-869",1
"Urbanização Maria Isalinda Pereira, 1, Moncarapacho, 8700-067","Urbanização Fornalha, 26, Moncarapacho, 8700-072",0
"Rua Doutor António Tello Barradas, 55, Elvas, 7350-500","Rua D, 5, Elvas, 7350-408",0
"Rua de Évora, 60, Igrejinha, 7040-223","de r vora, 60, Igrejinha",1
"Rua Luis de Camões, 134, Fradelos, 4760-485","Rua Lusíada, 394, Fradelos, 4760-485",0
"Rua Jacob Castro Sarmento, 4, Coimbra, 3030-111","Rua do Brasil, 81-85, Coimbra, 3030-175",0
"Rua do Pontão, 18, Pisão, 7430-111","Rua do Pontão, Pereiras-Gare, 7665-881",0
"Urbanização Mariana Saias, LT 23, Olhão, 8700-240","Urbanização Maria Teresa Lopes Viegas, LT 10, Olhão, 8700-256",0
"Avenida Nossa Senhora da Luz, Albergaria-a-Velha, 3850-835","Rua Vasco da Gama, Albergaria-a-Velha, 3850-148",0
"Rua Cândido Beirante, 19, Braga, 4715-269","Rua Professor Doutor Elísio de Moura, 157, Braga, 4710-422",0
"Rua dos Lírios, 15, MEM MARTINS, 2725-362","Rua Carlos Mota Pinto, 3, MEM MARTINS, 2725-251",0
"Rua Elias Garcia, 331, Amadora, 2700-324","Rua Elias Garcia, 331, 2700-324",1
"Rua B da Urbanização da Bouça Grande, 108, Maia, 4470-740","Avenida do Lidador da Maia;Rua Camilo Castelo Branco, 78, Maia, 4425-037",0
"Rua Cidade de Rio Maior, 115;157, Cidral;Rio Maior, 2040-069","Rua Cidade de Rio Maior, 2, Cidral, 2040-069",0
"Rua Cândido dos Reis, 49, Évora, 7000-582","Rua Cândido dos Reis, 49, 7000-582",1
"Rua S Miguel, 4, Alvito, 7920-030","Rua S Miguel, Soalhães, 4630-743",0
"Rua do Matadouro, 1, Amieira do Tejo, 6050-146","Rua de Nossa Senhora da Sanguinheira, 20, Amieira do Tejo, 6050-116",0
"Bairro Adriano Pires da Cruz, 2, Santa Eulália, 7350-451","Rua da Cancella, 17, Santa Eulália, 7350-451",0
"Rua da Vitória, Ponta Delgada, 9500-250","Largo dos Mártires da Pátria, Ponta Delgada, 9500",0
"Rua de Santo Isidro, 7, Estremoz, 7100-461","Zona Industrial de Estremoz, lote nº 63, Estremoz, 7100-147",0
"Rua Nova, 4, Alcaria Longa, 7750-601","r nova, 4, Alcaria Longa",1
"Rua da Coutada, 17, Amareleja, 7885-029","rd ida coutada, 17, Amareleja",1
"Rua do Balcão, 7, Castelo de Vide, 7320-184","Rua do Saco, 5, Castelo de Vide, 7320-176",0
"Rua da Estrada, 1538, Bunheiro, 3870-019","Rua da Estrada, 1538, Bunheiro",1
"Rua do Carmo Velho, 31, Beja, 7800-160","Rua do Carmo Velho, 33, Beringel, 7800-814",0
"Rua do Cruzeiro, 5, Vila Real, 5000-081","Rua do Cruzeiro de Andrães, 139, Vila Real, 5000-081",0
"Rua Humberto Delgado, 30, Foros de Vale de Figueira, 7050-704","r delgydao humberto, 30, Foros de Vale de Figueira, 7050-704",1
"Rua da Quinta de Santa Maria, Braga, 4700-244","Rua do Caires, 82, Braga, 4700-207",0
"Rua Sargento Pelotas, 53, Vila Real, 5000-617","r saxrgento pelotas, 53, Vila Real",1
"R Vila Boinha, 1S, Alpendurada E Matos, 4575-035","R Vila Boinha, 1S, 4575-035",1
"Rua do Bairro Afonso Costa, 88, Setúbal, 2910-414","r do bairor afonso costa, 88, Setúbal",1
"Caminho Achada, 7, Funchal, 9000-208","cmainho eachada, 7, Funchal, 9000-208",1
"Travessa da Rua Senhora da Encarnação, Figueira da Foz, 3080-234","Travessa da Rua Senhora da Encarnação, 3080-234",1
"Rua Aquilino Ribeiro, 7, Grândola, 7570-188","Rua A, 25, Grândola, 7570-146",0
"Rua Salgueiro Maia, 84, Crato, 7430-131","Rua André Azevedo de Vasconcelos, 26, Crato, 7430-135",0
"Largo Nossa Senhora dos Remédios, 3, Veiros, 7100-707","Rua Nossa Senhora dos Remédios, 45, Veiros, 7100-707",0
"Rua 31 de Janeiro, 4, Estremoz, 7100-114","Rua 31 de Janeiro, 4, Estremoz",1
"Largo 5 de Outubro, 23, Vidigueira, 7960-215","Rua Doutor José Valentim Fialho de Almeida, 36, Vidigueira, 7960-280",0
"Rua Teatro Eborense, 6, Évora, 7000-062","tearo r ebrense, 6, Évora, 7000-062",1
"Rua Quebra Cruz, 5, São Bartolomeu do Outeiro, 7220-535","Rua C, 2, São Bartolomeu do Outeiro, 7220-522",0
"Rua dos Arménios, 4, Olhão, 8700-439","Avenida dos Operários Conserveiros, Olhão, 8700-281",0
"Caminho Ribeiro Seco, 1, Funchal, 9060-273","seco ribeiro caminho, 1, Funchal",1
"Rua da Arrochela, 11, Pedro Miguel, 9900-436","da r arrcohela, 11, Pedro Miguel, 9900-436",1
"Avenida Dias da Silva, 204, Coimbra, 3000-135","av da dias sivla, 204, Coimbra",1
"Rua 1º de Dezembro de 1640, Ribeira Brava, 9350-205","Rua 1º de Dezembro de 1640, 9350-205",1
"Rua do Convento, 6, A-da-Gorda, 2510-011","r pod convento, 6, A-da-Gorda",1
"Rua Doutor Couto Jardim, 30, Vila Viçosa, 7160-263","Rua Doutor Couto Jardim, 30, 7160-263",1
"Rua da Igreja, 72, Vale de Cavalos, 7300-335","Rua da Igreja, 72, 7300-335",1
"Rua dos Homens do Mar, 25, Costa de Santo André, 7500-016","Rua da Nortada, 138, Costa de Santo André, 7500-016",0
"Travessa da Madalena, 10, Faro, 800-461","Travessa da Madalena, 30, Vila Real, 5000-081",0
"R S Romão, 241, Banho E Carvalhosa, 4635-005","R S Romão, 241, 4635-005",1
"Rua do Bairro Social, 67, Esmoriz","Rua do Bairro Social, 67",1
"Avenida de Rodrigues de Freitas, Porto, 4000-418","Avenida de Rodrigues de Freitas, Porto",1
"Rua dos Fornos, 33, Castro Verde, 7780-184","r fornos dos, 33, Castro Verde",1
"Travessa Bordalo Pinheiro, 4, Charneca da Caparica, 2820-021","Rua Rafael Bordalo Pinheiro, 58, Charneca da Caparica, 2820-021",0
"Rua Nossa Senhora da Conceição, 197, Parada de Gonta, 3460-412","Rua Nossa Senhora da Conceição, 197, 3460-412",1
"Avenida de Lamas, 100, Braga, 4700-068","Avenida Doutor António Alves Palha, 37, Braga, 4715-091",0
"Rua Engenheiro Sousa Campos, 20, Vila Real, 5000-172","Rua de Santa Iria, 38 R/C, Vila Real, 5000-446",0
"Caminho do Parque, Capelo, 9900-303","Caminho do Farol, 10, Capelo, 9900-302",0
"Rua Dom João I, 39, Campo Maior, 7370-024","Rua Dom João I, 39, 7370-024",1
"Praceta Doutor Agostinho Claro Quintiliano, 3, Amareleja, 7885-024","Praceta Doutor Agostinho Claro Quintiliano, 3, 7885-024",1
"Rua de Nordeste, 18B, Campo Maior, 7370-058","ordeste den r, 18B, Campo Maior",1
"Rua das Alminhas, 1, Ribeirão, 4760-705","Rua Professor Gabriel Costa, 27, Ribeirão, 4760-706",0
"Rua de Timor Lorosae, 21, Pias, 7830-267","Rua de Timor Lorosae, 21, Pias",1
"Rua Manuel do Moinho, 5, Cortiçadas de Lavre, 7050-636","Rua 1º de Maio, 46B, Cortiçadas de Lavre, 7050-636",0
"Rua da Travessa, 18, Perolivas/Gafanhoeiras, 7200-460","Rua da Travessa, 18, Perolivas/Gafanhoeiras",1
"Avenida Cidade de Luanda, 2, Lisboa, 1800-097","Rua de Belém, 84-92, Lisboa, 1300-085",0
"Travessa do Marmeleiro, 6, Coimbra, 3000-270","Rua do Brasil, 81-85, Coimbra, 3030-175",0
"Rua General Humberto Delgado, 32, Corte Vicente Anes, 7600-161","dlegado general humberto r, 32, Corte Vicente Anes, 7600-161",1
"R Quelha, 70, Alpendurada E Matos, 4575-076","R Quelha, 70, 4575-076",1
"Rua Fonte Fria, 3, Portalegre, 7300-435","Rua Fonte Fria, 3, 7300-435",1
"Avenida do Lidador da Maia, 460, Águas Santas, 4425","Avenida do Lidador da Maia, Maia, 4425-116",0
"Vereda Capitao, 20, Câmara de Lobos, 9300-244","vered capitao, 20, Câmara de Lobos, 9300-244",1
"Rua Ferreira de Castro, 339, Lisboa, 1950-135","Rua Ferreira de Chaves, 18, Lisboa, 1070-127",0
"Largo Doutor António Maurício Vargas, 1, Corte do Pinto, 7750-102","Largo 1º de Maio, 6, Corte do Pinto, 7750-102",0
"Rua Monte Abaixo, Aldeia de Marmelos, 7200-013","Rua Monte Abaixo, 2, Valongo, 7480-392",0
"Rua Alto da Bandeira, 488, Guimarães, 4835-014","r alto bandeira da, 488, Guimarães, 4835-014",1
"Convento do Carmo, Tavira, 8800-311","Rua Padre Evaristo Guerreiro do Rosário, 35, Tavira, 8800-340",0
"Rua Nova da Praça de Touros, 20, Nisa, 6050-382","r da nova praça de touros, 20, Nisa",1
"Bairro Novo, 8, Elvas, 7350-466","bazirro novo, 8, Elvas, 7350-466",1
"Rua do Carmo Velho, 83, Beja, 7800-160","Rua do Carmo Velho, 83, 7800-160",1
"Largo D. Albertina Vicente Vieira, 1, S. João da Ribeira, 2040-460","Largo dos Varelas, 3, S. João da Ribeira, 2040-460",0
"Rua do Girassol, 2, Arraiolos, 7040-011","Rua do Girassol, 2, 7040-011",1
"Rua do Convento, 21, Viana do Alentejo, 7090-256","Rua Padre Luís António da Cruz, 38, Viana do Alentejo, 7090-284",0
"Beco da Rua Nova, 7, Portagem, 7330-328","Beco da Rua Nova, 7, São Pedro Gafanhoeira, 7040-526",0
"Rua Nova da Feira, 23, Entradas, 7780-326","Avenida Nossa Senhora da Esperança, 116, Entradas, 7780-346",0
"Rua Francisco Eduardo Douwens, 6, Grândola, 7570-260","Rua de São Sebastião, 18, Grândola",0
"Rua da Fonte Santa, 8, Santo Aleixo da Restauração, 7875-160","Rua da Fonte Santa, 8, 7875-160",1
"Alameda Doutor Mariano Felgueiras, Guimarães, 4835-075","Alameda Mariano Felgueiras, Guimarães, 4835-075",0
"Beco Courelas Apartamentos Jardins Santo António, 2, Funchal, 9020-032","Beco Courelas Apartamentos Jardins Sto António, 2, Funchal, 9020-032",0
"Rua Morais Soares, 91-D, Lisboa, 1900-342","Rua Professor João Barreira, 1/3, Lisboa, 1600-635",0
"Rua das Pereiras, 4, Alvito, 7920-044","dxas r pereirsas, 4, Alvito, 7920-044",1
"Praça São Francisco de Assis, 2, Lisboa, 1600-305","Rua de Belém, 84-92, Lisboa, 1300-085",0
"Travessa da Serra, 2, Sobral da Lagoa, 2510-651","Travessa da Serra, 1, Serpa, 7830-445",0
"Estrada das Antas, AB 4I, Luz de Tavira, 8800-108","esrtada antas das, AB 4I, Luz de Tavira",1
"Rua Costa Cabral, 2320, Porto, 4200-124","Rua Costa Cabral, 2320, 4200-124",1
"Rua Jasmineiro, 14, Funchal, 9000-013","Rua Jasmineiro, 14, Funchal",1
"Rua S João, 42, Soalhães, 4630-742","joão s r, 42, Soalhães, 4630-742",1
"Rua Doutor Elísio Ferreira da Silva, 49, Santa Maria da Feira","Rua Doutor Vaz Ferreira, 7, Santa Maria da Feira",0
"Beco Camarão, 7, Murtosa, 3870-162","Beco dos Saldidas, 5, Murtosa, 3870-215",0
"Rua João António Romão Moura, 12, Monforte, 7450-116","Rua Luís de Camões, 21, Monforte, 7450-135",0
"Caminho Fonte Do Jardim Da Serra, 21, Câmara de Lobos, 9325-136","Caminho Jardim Da Serra, 4, Câmara de Lobos, 9325-157",0
"Rua António Palolo, 22A, Évora","r antónio palolo, 22A, Évora",1
"Rua José Afonso, 14, Santa Margarida do Sado, 7900-309","rg jossé afonso, 14, Santa Margarida do Sado, 7900-309",1
"Beco da Pinheira, 7, Murtosa, 3870-253","Beco Pinheira, 6, Murtosa, 3870-253",0
"Rua Doutor Egas Moniz, 36, São João de Negrilhos, 7600-427","rd outwor egas moniz, 36, São João de Negrilhos",1
"Praceta Vitorino Nemésio, Montijo, 2870-234","Praceta Doutor Francisco Sá Carneiro, 9, Montijo, 2870-249",0
"Rua Manuel Simões Pinho, Torres Novas, 2350-000","Rua da Tonova, Torres Novas, 2350-484",0
"R Pousada, 446, Alpendurada E Matos, 4575-065","R Pousada, 446, Alpendurada E Matos",1
"R Sande, 2907, Sande Mcn, 4625-486","r sande, 2907, Sande Mcn",1
"Rua do Cano, 8, Serpa, 7830-404","Rua dos Canos, 25, Serpa, 7830-412",0
"Rua Conselheiro Fernando de Sousa, 18, Pavia, 7490-427","r de ferpnando conseleiro sousa, 18, Pavia",1
"Rua Luís Derouet, 20 A, Lisboa, 1250-153","Rua Professor João Barreira, 1/3, Lisboa, 1600-635",0
"Travessa da Escola, Rande, 4650-323","Travessa da Escola, 6, Penedo Gordo, 7800-358",0
"Rua dos Torneiros, 6, Campo Maior, 7370-068","Rua Combatentes da Grande Guerra, 6, Campo Maior, 7370-050",0
"Rua das Freiras, Cabeção, 7490-080","r das frseiras, Cabeção",1
"Estrada Quintinhas das Corunheiras, 182, Patão, 7005-839","estrada quintinhas das cornuheiras, 182, Patão",1
"Rua do Jogo da Bola, 36, Alegrete, 7300-311","Rua da Saúde, 10, Alegrete, 7300-311",0
"Rua Nova da Telheira, 235, Santo Tirso, 4780-510","Rua do Doutor António Augusto Pires de Lima, 16, Santo Tirso, 4780-443",0
"Caminho Virtudes, Funchal, 9000-163","caminho virbtues, Funchal",1
"Rua António Maria Casquinha, 9, Aguiar, 7090-410","antónio r mzara casquinha, 9, Aguiar, 7090-410",1
"Praceta do Ferragial da Nora, 9, Évora, 7005-257","praceta do ferragal da nora, 9, Évora, 7005-257",1
"Rua 9 Abril, 9, Moura, 7860-215","Rua 9 de Abril, 15A, Moura, 7860-215",0
"Travessa das Gatas, 9A, Évora, 7000-951","Travessa das Gatas, 9A, Évora",1
"Rua Moinho do Rocha, 3, Pedrogão, 7960-060","Rua Acima, 8, Pedrogão, 7960-030",0
"Rua do Alecrim, 14, Rio Maior, 2040-087","Rua do Alecrim, 14, Rio Maior",1
"Rua 33, 46, Ermidas-Sado, 7565-214","Rua Cidade de Santiago, 70, Ermidas-Sado, 7565-226",0
"Rua da Amoreiras, 21, Seda, 7440-225","Rua da Amoreiras, 21, 7440-225",1
"Rua da Figueira, 15, Amareleja, 7885-032","Rua Ruinha, 40, Amareleja, 7885-040",0
"Travessa Marmoiral, 24, Várzea Ovelha E Aliviada, 4635-608","Cc Marmoiral, 6, Várzea Ovelha E Aliviada, 4635-608",0
"Rua Câmara Pestana, Lote 2, Coimbra, 3030-163","Rua Câmara Pestana, Lote 2, 3030-163",1
"Rua João de Barros, 19, São João da Madeira, 3700-148","Rua Adelino Amaro da Costa, 151 B, São João da Madeira, 3700-023",0
"Rua do Pêgo Negro, 412, Porto, 4300-405","Rua Padre Manuel da Nóbrega, 111, Porto, 4350-226",0
"Rua de Santo António, 53, Amieira do Tejo, 6050-120","Rua do Cabo, 4, Amieira do Tejo, 6050-111",0
"Escadinhas Seara Velha, 73, Câmara de Lobos, 9030-351","Escadinhas Do Lombo Das Barras Ent 1, 7, Câmara de Lobos, 9300-158",0
"Rua da Escola, 2, Montevil, 7580-321","Rua da Escola, 2, Montevil",1
"Rua da Coutada, 2, Póvoa de São Miguel, 7885-257","Rua da Coutada, 2, 7885-257",1
"Travessa de Alvalade, 20, Setúbal, 2910-228","Avenida Mestre Lima de Freitas, Setúbal, 2910-279",0
"Rua Vasco da Gama, 19, Faro, 8000-442","Largo da Estação dos Caminhos de Ferro, Faro, 8000-133",0
"Rua da Mouraria, 33, Funchal, 9004-546","Rua da Mouraria, , São Pedro, Nº 29, Funchal, 9000-047",0
"Rua Lopo Sancas, 5, Santo Aleixo da Restauração, 7875-181","lopo r sancas, 5, Santo Aleixo da Restauração, 7875-181",1
"Rua do Penedo, 4, Selmes, 7960-178","Rua do Penedo, 4, 7960-178",1
"Quinta da Casa Azul, 23, Coimbra, 3040-246","Travessa dos Combatentes da Grande Guerra, 23, Coimbra, 3030-182",0
"Rua das Oliveiras, 18, Olhão, 8700-149","Rua das Lavadeiras, 15, Olhão, 8700-403",0
"Avenida São João de Deus, 1, Évora, 7005-181","av são joão de eus, 1, Évora, 7005-181",1
"Rua de São Brás, 11;9, Estremoz, 7100-535","Zona Industrial de Estremoz, lote nº 63, Estremoz, 7100-147",0
"Rua Alto das Laranjeiras, 9, Ribeirão, 4760-702","r atlo das larajeiras, 9, Ribeirão",1
"R. Cláudio Nunes, 8, Lisboa, 1500-088","R. Cláudio Nunes, 59, Lisboa - Benfica, 1500-175",0
"Impasse Caminho Igreja, 17, Calheta, 9370-334","Caminho Igreja, 114, Calheta, 9370-244",0
"Rua de São Sebastião, 26, Sousel, 7470-263","r de são sebastião, 26, Sousel, 7470-263",1
"Largo São João de Deus, 5, Nelas, 3520-134","Largo São João de Deus, Alandroal, 7250-150",0
"Rua Rainha D Maria Ii, 14, Marco De Canaveses, 4630-260","Rua Campainha, 67, Marco De Canaveses, 4630-351",0
"Rua dos Altos, 12, Évora, 7005-456","r dos altos, 12, Évora",1
"Estrada Municipal Garachico, 46, Câmara de Lobos, 9325-363","Estrada Municipal Garachico, 46, Câmara de Lobos",1
"Urbanização Quinta de Perogil, 46, Tavira, 8800-217","Urbanização Quinta de Perogil, 46, Tavira",1
"Rua 5 de Outubro, 7, Bairro das Amoreiras, 7570-169","Rua 5 de Outubro, 7, Bairro das Amoreiras",1
"Rua Doutor Emídio Guerreiro, 9, Évora, 7000","Rua Doutor Emidio Guerreiro, 3, Évora, 7005-511",0
