address_1,address_2,label,similarity,predicted
"Rua Doutor Castelão D'Almeida, 46, Frade de Cima, 2090-217","Rua Doutor Castelão D'Almeida, 46, 2090-217",1,0.0,0
"Rua Padre José Estevens Dias, 1, Pinhal Novo, 2955-212","r apdre josé estevens dias, 1, Pinhal Novo, 2955-212",1,0.0,0
"Rua Serrado Da Cruz, 3, Calheta, 9370-566","Rua Serrado Da Cruz, 3, 9370-566",1,0.0,0
"Rua Augusto Freire, 15, Bucelas, 2670-644","Rua Augusto Freire, 15, 2670-644",1,0.0,0
"Rua da Penha de França, 138, Lisboa, 1170-307","r da penha de frança, 138, Lisboa",1,0.0,0
"Rua do Outeiro, 13, Montalvão, 6050-448","r do outeiro, 13, Montalvão, 6050-448",1,0.0,0
"Avenida Columbano Bordalo Pinheiro, 75, Lisboa, 1070-064","bordalo columbano av pinheiro, 75, Lisboa, 1070-064",1,0.0,0
"Rua Raúl Proença, 6, Caldas da Rainha, 2500-236","Rua Raúl Proença, 6, Caldas da Rainha",1,0.0,0
"Caminho Ribeiro Seco, 1, Funchal, 9060-273","Caminho Ribeiro Seco, 1, 9060-273",1,0.0,0
"Rua Manuel Francisco Novo, 27, Setúbal, 2910-363","r manuel novo francsico, 27, Setúbal",1,0.0,0
"Bairro da Cooperativa, 5, Crato, 7430-132","Bairro da Cooperativa, 5, Crato",1,0.0,0
"Bairro Azul, 18A, Crato, 7430-115","Bairro Azul, 18A, Crato",1,0.0,0
"Rua Dom Dinis, 25, Tramaga, 7400-604","r dom inis, 25, Tramaga",1,0.0,0
"Rua da Boavista, 5, Monte da Pedra, 7430-316","Rua da Boavista, 5, Monte da Pedra",1,0.0,0
"Rua Vasco da Gama, 28, Igrejinha, 7040-231","Rua Vasco da Gama, 28, Igrejinha",1,0.0,0
"Rua do Poço Velho, 19, Santana da Serra, 7670-613","r do vleho poço, 19, Santana da Serra",1,0.0,0
"Rua do Corro, 19, Alter do Chão, 7440-067","rd o corro, 19, Alter do Chão",1,0.0,0
"Rua 5 de Outubro, 6, Ouguela, 7370-200","Rua 5 de Outubro, 6, 7370-200",1,0.0,0
"Rua de Aldeias de Montoito, 76, Redondo, 7170-128","Rua de Aldeias de Montoito, 76, Redondo",1,0.0,0
"Pátio da Horta, 10, Évora, 7000-308","páto da hobrta, 10, Évora",1,0.0,0
"Rua 25 de Abril, 2A, Odemira, 7630-126","ro 25 de abril, 2A, Odemira, 7630-126",1,0.0,0
"Rua da Boavista, 26, Santa Vitória, 7800-732","da r boavista, 26, Santa Vitória, 7800-732",1,0.0,0
"Travessa Do Poço, 9, Vila Ruiva, 7940-411","travessa do poço, 9, Vila Ruiva",1,0.0,0
"Rua José Dias Coelho, 22, Corroios","r jos das coelho, 22, Corroios",1,0.0,0
"Rua Dona Maria das Dores Tavares de Sousa, 23, Murtosa, 3870-164","r dona tavarxes das doers maria de sousa, 23, Murtosa, 3870-164",1,0.0,0
"Rua de Avis, 59, Évora, 7000-591","ias de r, 59, Évora, 7000-591",1,0.0,0
"Rua do Estanque, 17, São Marcos da Ataboeira, 7780-532","r do estanque, 17, São Marcos da Ataboeira",1,0.0,0
"Rua Doutor Justino dos Santos, 13, São Teotónio, 7630-652","r doutor justino dos antos, 13, São Teotónio",1,0.0,0
"Rua Bulhão Pato, Montijo, 2870-257","Rua Bulhão Pato, 2870-257",1,0.0,0
"Rua Pocinhas, 977, Soalhães, 4630-724","r pocinhas, 977, Soalhães",1,0.0,0
"Rua Almirante Cândido dos Reis, 6, Tavira, 8800-318","r almirante cânxdido dos reis, 6, Tavira",1,0.0,0
"Rua de Francisco António Rato, 5, Beja, 7800-385","r de antónio francisco arto, 5, Beja",1,0.0,0
"Estrada Prof Alice Do Carmo Pereira, 14, Câmara de Lobos, 9300-263","estrda prof alice do carmo pereira, 14, Câmara de Lobos, 9300-263",1,0.0,0
"Rua Miguel Lupi, Lisboa, 1249-077","Rua Miguel Lupi, Lisboa",1,0.0,0
"Rua São Tomé, 8, Murtosa, 3870-176","r tohmé ão, 8, Murtosa",1,0.0,0
"Entrada N 1 Do Caminho Da Quinta Das Romeiras, 3, Câmara de Lobos, 9325-146","entrada n 1 do caminho da quinta dajs romeirpas, 3, Câmara de Lobos, 9325-146",1,0.0,0
"Rua 24 de Agosto (Dia do Padroeiro), 21, Pechão, 8700-178","Rua 24 de Agosto (Dia do Padroeiro), 21, Pechão",1,0.0,0
"Rua do Penedo, 16, Beringel, 7800-841","Rua do Penedo, 16, Beringel",1,0.0,0
"Rua Luís de Camões, 16, Coimbra, 3000-251","r luíbs caões de, 16, Coimbra, 3000-251",1,0.0,0
"Rua da Liberdade, 8, Fuzeta, 8700-019","r da liberdade, 8, Fuzeta",1,0.0,0
"Rua do Meio, 7, Beja, 7800-046","Rua do Meio, 7, 7800-046",1,0.0,0
"Rua Doutor Egas Moniz, 34, Évora, 7000-606","r doutor egas myoniz, 34, Évora",1,0.0,0
"Rua 25 de Abril, 13, Conceição, 8800-061","r 25 de abril, 13, Conceição, 8800-061",1,0.0,0
"Rua dos Aviadores, 27 A, Vila Nova de Milfontes, 7645-225","r aviadores dos, 27 A, Vila Nova de Milfontes, 7645-225",1,0.0,0
"Rua Nova de São João, 19, Gavião, 6040-124","novag r de são joão, 19, Gavião",1,0.0,0
"Rua Nova de São João, 10, Gavião, 6040-124","Rua Nova de São João, 10, Gavião",1,0.0,0
"Rua Quintinha De s João, 3, Câmara de Lobos, 9300-150","Rua Quintinha De s João, 3, Câmara de Lobos",1,0.0,0
"Largo de Santa Maria, 19, Santo António do Baldio, 7200-082","Largo de Santa Maria, 19, 7200-082",1,0.0,0
"Rua António Ribeiro Chiado, 8, Évora, 7005-301","r antónio chiado ribeiro, 8, Évora",1,0.0,0
"Urbanização Pezinhos, 51, Tavira, 8800-223","Urbanização Pezinhos, 51, 8800-223",1,0.0,0
"Rua Florbela Espanca, 24, Amora","Rua Florbela Espanca, 24",1,0.0,0
"Rua dos Pardais, 6, Vale de Cavalos, 2140-431","rdos pardais, 6, Vale de Cavalos",1,0.0,0
"Rua José Cardoso Pires, 8, Santo António Cavaleiros, 2660-286","josé rau crdoso pires, 8, Santo António Cavaleiros, 2660-286",1,0.0,0
"Rua José Castilho, 9, Coimbra, 3030-301","Rua José Castilho, 9, 3030-301",1,0.0,0
"Rua das Glicíneas, 1, Cascais","Rua das Glicíneas, 1",1,0.0,0
"Rua Cândido dos Reis, 2, Castelo de Vide, 7320-118","reis dcândido dos ru, 2, Castelo de Vide, 7320-118",1,0.0,0
"Rua Professor Francisco de Albuquerque, 16, Évora, 7000-253","r pbrofessor francisco de albuquerque, 16, Évora",1,0.0,0
"Estrada Regional 1-1, 12A, Praia do Norte, 9900-473","estrada regional 11, 12A, Praia do Norte",1,0.0,0
"Rua do Canto, 3, Usseira, 2510-772","Rua do Canto, 3, 2510-772",1,0.0,0
"Rua General Humberto Delgado, 25, Vila Alva, 7940-388","r general elgado humbertod, 25, Vila Alva, 7940-388",1,0.0,0
"Rua Ilha de Taipa, 5, MEM MARTINS, 2725-330","Rua Ilha de Taipa, 5, MEM MARTINS",1,0.0,0
"Rua Gil Eanes, 43, MEM MARTINS, 2725-323","Rua Gil Eanes, 43, MEM MARTINS",1,0.0,0
"Rua F, 1049, Sines, 7520-309","r f, 1049, Sines, 7520-309",1,0.0,0
"Travessa de Alvalade, 1, Setúbal, 2910-228","Travessa de Alvalade, 1, Setúbal",1,0.0,0
"Rua 25 de Abril, 40, Vale da Madeira, 6040-076","r 2p5 de abril, 40, Vale da Madeira",1,0.0,0
"Rua General Humberto Delgado, 14, Frade de Cima, 2090-085","humberto general r delgado, 14, Frade de Cima, 2090-085",1,0.0,0
"Rua Padre Rui Valério, 10, Póvoa de Santo Adrião","r padre rui valério, 10, Póvoa de Santo Adrião",1,0.0,0
"Rua de Bernardo Matos, 53, Évora, 7000-652","r e bernaro matos, 53, Évora, 7000-652",1,0.0,0
"Rua Corucho, 129, Várzea Ovelha E Aliviada, 4635-572","rc orcuho, 129, Várzea Ovelha E Aliviada, 4635-572",1,0.0,0
"Rua Minas da Borralha, 14, Setúbal, 2910-727","minas ra da borralha, 14, Setúbal, 2910-727",1,0.0,0
"R D Isabel Corte Real, 95, Vila Boa Do Bispo, 4625-715","R D Isabel Corte Real, 95, 4625-715",1,0.0,0
"Rua da Cabine, 23, Alpalhão, 6050-040","Rua da Cabine, 23, 6050-040",1,0.0,0
"Beco das Violetas, 1, Freiria, 2040-111","Beco das Violetas, 1, Freiria",1,0.0,0
"Praça dos Navegantes, 15, Ericeira, 2655-320","snavegantes do praça, 15, Ericeira, 2655-320",1,0.0,0
"Rua Empresário Joaquim Pedras Maximino, 11, Nossa Senhora de Machede, 7005-680","rempresário r joaquim pedra smaximino, 11, Nossa Senhora de Machede, 7005-680",1,0.0,0
"Avenida Jaime Cortesão, 11, Setúbal, 2910-541","Avenida Jaime Cortesão, 11, 2910-541",1,0.0,0
"Largo da Calçadinha, 5, Elvas, 7350-466","largod a calçadinha, 5, Elvas, 7350-466",1,0.0,0
"Rua da Liberdade, 43, Rio de Moinhos, 7600-503","Rua da Liberdade, 43, 7600-503",1,0.0,0
"Rua General Conde Jorge de Avilez, 24, Portalegre, 7300-185","Rua General Conde Jorge de Avilez, 24, 7300-185",1,0.0,0
"Rua dos Anjos, 29, Boavista dos Pinheiros, 7630-033","ra dos anjos, 29, Boavista dos Pinheiros, 7630-033",1,0.0,0
"Rua do Forte, 12, Setúbal, 2910-503","rr d oforte, 12, Setúbal",1,0.0,0
"Rua Dr Pita, 2, Funchal, 9000-089","Rua Dr Pita, 2, 9000-089",1,0.0,0
"Caminho Velho Covão, 18, Câmara de Lobos, 9325-310","caminho velho covão, 18, Câmara de Lobos",1,0.0,0
"Rua António Azevedo Oliveira, 30, Ribeirão, 4760-702","r antónio azveedo ozliveira, 30, Ribeirão, 4760-702",1,0.0,0
"Rua do Montinho, 13, Vimieiro, 7040-647","Rua do Montinho, 13, 7040-647",1,0.0,0
"Rua Rosmaninho, 1, Setúbal, 2910-653","r rosmanihno, 1, Setúbal, 2910-653",1,0.0,0
"Rua José de Sousa Cabral, 3, Viana do Alentejo, 7090-275","cabral josé de sousa r, 3, Viana do Alentejo, 7090-275",1,0.0,0
"Rua Castro Matoso, 12 D, Coimbra, 3000-104","Rua Castro Matoso, 12 D, Coimbra",1,0.0,0
"Travessa da República, 3, Chancelaria, 7440-201","Travessa da República, 3, 7440-201",1,0.0,0
"Rua Maria Assunção Casquilho Rasteiro, 3, Setubal, 2925-571","r maria assunção casquilho rasteiro, 3, Setubal",1,0.0,0
"Rua Álvaro dos Reis, 49, Sintra, 2710-526","r álvaro dos reis, 49, Sintra, 2710-526",1,0.0,0
"Rua Jorge de Sena, 25, Olhão, 8700-274","r jorge de sena, 25, Olhão",1,0.0,0
"Impasse Salao, 5, Calheta, 9370-260","impasse saao, 5, Calheta",1,0.0,0
"Rua João José de Aguiar, 31, Belas, 2605-031","r joão josé de aguiqar, 31, Belas",1,0.0,0
"Urbanização Tavira Garden, 21, Tavira, 8800-221","Urbanização Tavira Garden, 21, 8800-221",1,0.0,0
"Azinhaga Rui de Melo, 3, Elvas, 7350-049","Azinhaga Rui de Melo, 3, Elvas",1,0.0,0
"Rua Dr Manuel De Vasconcelos, 62, Marco De Canaveses, 4630-280","Rua Dr Manuel De Vasconcelos, 62, 4630-280",1,0.0,0
"Rua Vicente Borga, 76, Lisboa, 1200","Rua Vicente Borga, 76, Lisboa",1,0.0,0
"Avenida Marginal Sul, 191, Espinho","av margial sul, 191, Espinho",1,0.0,0
"Travessa dos Vidros, 6, Alvito, 7920-065","dos trvessa vidros, 6, Alvito, 7920-065",1,0.0,0
"Rua do Aterro, Ferreiros, 4830-166","r do laterro, Ferreiros, 4830-166",1,0.0,0
"Rua Doutor Adelino G. Gomes, Avintes, 4430-817","Rua Doutor Adelino G. Gomes, 4430-817",1,0.0,0
"Rua Sidónio Pais, 1, Arez, 6050-201","r sidónio pais, 1, Arez, 6050-201",1,0.0,0
"Rua José Relvas, 95, Alpiarça, 2090-102","ura josé erlvas, 95, Alpiarça, 2090-102",1,0.0,0
"Avenida Paulo VI, 9, Rio Maior, 2040-325","avenid paulo vi, 9, Rio Maior, 2040-325",1,0.0,0
"Rua Pascoal de Melo, 36, Lisboa","Rua Pascoal de Melo, 36",1,0.0,0
"Estrada Regional 222, 166, Calheta, 9370-702","Estrada Regional 222, 166, Calheta",1,0.0,0
"Rua do Bairro Novo, 6, Moinho do Torrão, 6040-071","rvua bairro do novo, 6, Moinho do Torrão, 6040-071",1,0.0,0
"Rua de Moura, 12, Vila de Frades, 7960-433","Rua de Moura, 12, 7960-433",1,0.0,0
"Rua Anchieta, 3, Lisboa, 1200-023","Rua Anchieta, 3, 1200-023",1,0.0,0
"Rua da Caridade, 33, Reguengos de Monsaraz, 7200-339","Rua da Caridade, 33, 7200-339",1,0.0,0
"Rua de Olivença, 19, Rio Maior, 2040-308","Rua de Olivença, 19, Rio Maior",1,0.0,0
"Largo Luis de Camões, 1, Aldeia da Serra, 7040-401","luisde largo camões, 1, Aldeia da Serra, 7040-401",1,0.0,0
"Rua Teófilo Braga, 17, Portel, 7220-429","Rua Teófilo Braga, 17, 7220-429",1,0.0,0
"Rua Doutor António José de Almeida, 34, Vila Viçosa, 7160-275","r doutor antónio josé de amleida, 34, Vila Viçosa",1,0.0,0
"Rua da Mouraria, 118, Portalegre, 7300-142","Rua da Mouraria, 118, 7300-142",1,0.0,0
"Rua 16 de Maio, 27, Asseiceira, 2040-481","de 61 r miao, 27, Asseiceira, 2040-481",1,0.0,0
"Rua do Lagar, Tunes, 8365-235","r do lagar, Tunes, 8365-235",1,0.0,0
"Rua dos Cedros, 7, Santiago do Cacém, 7540-218","cderos dos r, 7, Santiago do Cacém, 7540-218",1,0.0,0
"Avenida 25 de Abril, 6, Sesimbra, 2970","aveinda cde 25 abril, 6, Sesimbra",1,0.0,0
"Rua Achada, 39, Calheta, 9370-755","Rua Achada, 39, 9370-755",1,0.0,0
"Estrada de Ouguela, Meia Légua, 7370-172","Estrada de Ouguela, Meia Légua",1,0.0,0
"Rua de Lameiro Novo, 236, Arcozelo, 4410-398","r de ltameiro ovo, 236, Arcozelo, 4410-398",1,0.0,0
"Rua de São Pedro, 37, Alpalhão, 6050-046","Rua de São Pedro, 37, Alpalhão",1,0.0,0
"Rua da Mouraria, 6, Moura, 7860-104","da r mouraria, 6, Moura",1,0.0,0
"Rua Nossa Senhora de Fátima, 88, Viseu, 3510-094","Rua Nossa Senhora de Fátima, 88, Viseu",1,0.0,0
"Rua do Apeadeiro, 2, Vale do Peso, 7430-356","r do apedaeiro, 2, Vale do Peso, 7430-356",1,0.0,0
"Largo Major Roçadas, 5, Alandroal, 7250-113","Largo Major Roçadas, 5, 7250-113",1,0.0,0
"Rua do Carmo, 58, Cuba, 7940-147","do r carmo, 58, Cuba",1,0.0,0
"Rua Ricardo Nascimento Jardim Casa Do Canto, 9, Funchal, 9060-275","do ricardo ascimento jardm casa r canto, 9, Funchal, 9060-275",1,0.0,0
"Rua Poço Acima, 28, Vila Verde de Ficalho, 7830-655","r acima oço, 28, Vila Verde de Ficalho, 7830-655",1,0.0,0
"Avenida Infante Dom Henrique, Montijo, 2870-157","Avenida Infante Dom Henrique, Montijo",1,0.0,0
"Avenida Almirante Gago Coutinho, 1, Évora, 7005-135","Avenida Almirante Gago Coutinho, 1, Évora",1,0.0,0
"Rua da Paz, cacia, 3800-587","r paz da, cacia",1,0.0,0
"Rua de São Sebastião, 48, Castro Verde, 7780-286","são de r ebastião, 48, Castro Verde",1,0.0,0
"Rua dos Melros, 30, Setúbal, 2910-602","r melors dos, 30, Setúbal, 2910-602",1,0.0,0
"Rua Abílio Gouveia, 9, Olhão, 8700-358","r abíliwo govueia, 9, Olhão",1,0.0,0
"Rua Primeiro de Maio, 4, Coimbra, 3040-020","d prmieiro r maio, 4, Coimbra",1,0.0,0
"Rua Principal, 22, Mata de Baixo, 2040-134","Rua Principal, 22, 2040-134",1,0.0,0
"Rua do Agricultor, 9, Olhão, 8700-259","agricultor do r, 9, Olhão",1,0.0,0
"Rua Alexandre Herculano, 11, São Luís, 7630-454","r alexandre hercualno, 11, São Luís, 7630-454",1,0.0,0
"Rua Serrado Do Mar, Câmara de Lobos, 9300-069","r serrado do mar, Câmara de Lobos, 9300-069",1,0.0,0
"Rua da Independência, 7, Odivelas, 7900-384","Rua da Independência, 7, 7900-384",1,0.0,0
"Rua João Augusto Ornelas, Câmara de Lobos, 9325-032","Rua João Augusto Ornelas, Câmara de Lobos",1,0.0,0
"Estrada de Brancanes, 782-R, Olhão, 8700-207","Estrada de Brancanes, 782-R, Olhão",1,0.0,0
"Rua da Horta, 3, Terrugem, 7350-491","r da horta, 3, Terrugem",1,0.0,0
"Rua Teixeira de Pascoais, Lisboa, 1700-364","r teixeira de pascoais, Lisboa",1,0.0,0
"Rua Visconde da Luz, 104, Coimbra, 3000-414","Rua Visconde da Luz, 104, 3000-414",1,0.0,0
"Rua 25 de Abril, 8, Sabugueiro, 7040-704","Rua 25 de Abril, 8, Sabugueiro",1,0.0,0
"R Legua, 898, Várzea Ovelha E Aliviada, 4635-605","R Legua, 898, Várzea Ovelha E Aliviada",1,0.0,0
"Rua Anselmo Xavier, 18, Marmeleira RMR, 2040-158","Rua Anselmo Xavier, 18, Marmeleira RMR",1,0.0,0
"Rua Domingos Fernandes, 19, Carreiras, 7300-355","r domingos fernandes, 19, Carreiras",1,0.0,0
"Rua 1º de Maio, 14, Vila Real de Santo António, 8900","Rua 1º de Maio, 14, Vila Real de Santo António",1,0.0,0
"Rua Professor Bento de Jesus Caraça, 4, Alcácer do Sal, 7580-034","Rua Professor Bento de Jesus Caraça, 4, Alcácer do Sal",1,0.0,0
"Rua Joaquim Nunes Ferreira, 96, Alpiarça, 2090-100","nunoes joaquim r ferreira, 96, Alpiarça",1,0.0,0
"Rua Nova, 10, Ulme, 2140-366","r nova, 10, Ulme, 2140-366",1,0.0,0
"Rua do Rossio, 21, Trigaches, 7800-771","Rua do Rossio, 21, Trigaches",1,0.0,0
"Rua Alfredo Bento Calado, 31, Raposa, 2080-701","Rua Alfredo Bento Calado, 31, 2080-701",1,0.0,0
"Rua do Picadinho, 21, Terrugem, 7350-491","Rua do Picadinho, 21, Terrugem",1,0.0,0
"Rua de São Sebastião, 11, Santiago do Cacém, 7540-223","Rua de São Sebastião, 11, 7540-223",1,0.0,0
"Rua das Flores, 15, Moura, 7860-146","Rua das Flores, 15, 7860-146",1,0.0,0
"Rua dos Mendes, 70, Reguengos de Monsaraz, 7200-302","r menpdes do, 70, Reguengos de Monsaraz, 7200-302",1,0.0,0
"Quinta dos Passarinhos, 239, Sines, 7520-164","Quinta dos Passarinhos, 239, Sines",1,0.0,0
"Rua das Parreiras, 3, Assumar, 7450-021","Rua das Parreiras, 3, 7450-021",1,0.0,0
"Rua Estrada de Alcanede, 52, Rio Maior","Rua Estrada de Alcanede, 52",1,0.0,0
"Rua do Alto da Vila, 29, Póvoa de São Miguel, 7885-266","Rua do Alto da Vila, 29, 7885-266",1,0.0,0
"Rua de Paimogo, 25, Vila Nova de São Bento, 7830-100","Rua de Paimogo, 25, Vila Nova de São Bento",1,0.0,0
"Rua José Mestre Batista, 9, Reguengos de Monsaraz, 7200-368","Rua José Mestre Batista, 9, Reguengos de Monsaraz",1,0.0,0
"Rua da Ribeira Funda, 25, Cedros, 9900-341","Rua da Ribeira Funda, 25, Cedros",1,0.0,0
"Rua Doutor Alexandre Braga, 5, Odivelas, 2675-274","r doutor alexadnre braga, 5, Odivelas",1,0.0,0
"R Esposendes, 632, Vila Boa Do Bispo, 4625-672","R Esposendes, 632, 4625-672",1,0.0,0
"Rua Direita, 45, Alpalhão, 6050-011","Rua Direita, 45, 6050-011",1,0.0,0
"Avenida das Forças Armadas, Constância, 2250-025","Avenida das Forças Armadas, Constância",1,0.0,0
"Rua Comendador António Máximo Lopes de Carvalho, Alenquer, 2580-000","Rua Comendador António Máximo Lopes de Carvalho, Alenquer",1,0.0,0
"Rua da Fonte, 20, Duque, 6050-453","Rua da Fonte, 20, 6050-453",1,0.0,0
"Rua António Machado Santos, 3, Alcácer do Sal, 7580-139","r antónio machado santos, 3, Alcácer do Sal, 7580-139",1,0.0,0
"Avenida Madalena, 3, Funchal, 9020-330","Avenida Madalena, 3, 9020-330",1,0.0,0
"Rua Portela de Cima, 51, Ribeirão, 4760-721","Rua Portela de Cima, 51, Ribeirão",1,0.0,0
"Rua das Túlipas, 117, Setúbal, 2910-870","r das tuúleipas, 117, Setúbal",1,0.0,0
"Bairro Palmeira, Câmara de Lobos, 9300-119","Bairro Palmeira, 9300-119",1,0.0,0
"Rua dos Bombeiros Voluntários, 3, Rio Maior, 2040-290","dos r bombeiros volntários, 3, Rio Maior, 2040-290",1,0.0,0
"Rua Guerra Junqueiro, Coimbra, 3000-207","Rua Guerra Junqueiro, 3000-207",1,0.0,0
"Rua Doutor Luiz Abranches, 5, Campo Maior, 7370-048","Rua Doutor Luiz Abranches, 5, 7370-048",1,0.0,0
"Rua das Vinhas Novas, 28, Redondo, 7170-036","r das vinhas novas, 28, Redondo, 7170-036",1,0.0,0
"Rua da Camarinha, 155A, Vila Nova de Milfontes, 7645-012","Rua da Camarinha, 155A, 7645-012",1,0.0,0
"Rua da Liberdade, 165, Fuzeta, 8700-019","Rua da Liberdade, 165, 8700-019",1,0.0,0
"Rua 1º de Maio, 37, Alcórrego, 7480-028","r 1º de maio, 37, Alcórrego",1,0.0,0
"R Torrao, 215, Santo Isidoro Mcn, 4635-282","R Torrao, 215, Santo Isidoro Mcn",1,0.0,0
"Rua Grangeeiro, 821, Marco De Canaveses, 4630-266","Rua Grangeeiro, 821, Marco De Canaveses",1,0.0,0
"Largo da Igreja, 13, Carrapatelo, 7200-081","largo igreja da, 13, Carrapatelo, 7200-081",1,0.0,0
"Rua Manuel Minderico, 6, Almeirim, 2080-154","r manuel miderico, 6, Almeirim",1,0.0,0
"Rua da Paz, 55, Lisboa, 1200-320","r paz da, 55, Lisboa, 1200-320",1,0.0,0
"Rua Professor Doutor António José Gonçalves Guimarães, 1, Tavira, 8800-216","r professor doutor josé antónio gonçalves guimardães, 1, Tavira, 8800-216",1,0.0,0
"Rua 25 de Abril, 37, Aldeias de Montoito, 7200-051","r 25 de abril, 37, Aldeias de Montoito, 7200-051",1,0.0,0
"Rua Fernando de Melo, 5, Coimbra, 3000-169","Rua Fernando de Melo, 5, 3000-169",1,0.0,0
"Rua José Ramos Pimenta, 51, Albufeira, 8200-147","Rua José Ramos Pimenta, 51, Albufeira",1,0.0,0
"Rua da Matriz Velha, 14, Montemor-o-Novo, 7050-177","velha da matrz r, 14, Montemor-o-Novo",1,0.0,0
"Rua Nampula, 24, Odivelas, 2675-411","r nampula, 24, Odivelas",1,0.0,0
"Beco dos Eucaliptos, Cabeça de Carneiro, 7200-014","Beco dos Eucaliptos, Cabeça de Carneiro",1,0.0,0
"Rua 5 de Outubro, 28, Odemira, 7630-145","r 5 de utburo, 28, Odemira",1,0.0,0
"Rua da Fonte da Ordem, 19, Aldeia da Mata, 7430-017","Rua da Fonte da Ordem, 19, Aldeia da Mata",1,0.0,0
"Rua 31 de Janeiro, 190, Porto","de 31 r janeiro, 190, Porto",1,0.0,0
"Rua dos Condes da Torre, 13, Torre das Vargens, 7400-404","Rua dos Condes da Torre, 13, 7400-404",1,0.0,0
"Rua da Escola, 7, Pardo, 6050-454","r da rsecola, 7, Pardo, 6050-454",1,0.0,0
"Rua da Longa, Modivas, 4485-595","r wlonga da, Modivas",1,0.0,0
"Rua 13 de Janeiro, 50, Borba, 7150-145","Rua 13 de Janeiro, 50, Borba",1,0.0,0
"Rua João Batista Sá, 73, Caniço, 9125-017","r ooão batista sá, 73, Caniço, 9125-017",1,0.0,0
"Rua da Salvação, 2, Alcácer do Sal, 7580-053","Rua da Salvação, 2, 7580-053",1,0.0,0
"Rua Gil Vicente, 134, Almeirim, 2080-142","Rua Gil Vicente, 134, Almeirim",1,0.0,0
"R Camelia, 13, Várzea Do Douro, 4575-451","R Camelia, 13, 4575-451",1,0.0,0
"Rua Gouveia, 1221, Várzea Ovelha E Aliviada, 4635-598","Rua Gouveia, 1221, 4635-598",1,0.0,0
"Rua Garrett, 91, Peniche, 2520-444","r grarektt, 91, Peniche, 2520-444",1,0.0,0
"R Zona Verde, 371, Santo Isidoro Mcn, 4635-261","R Zona Verde, 371, 4635-261",1,0.0,0
"Beco do Sado, 4, São Romão, 7595-040","beco do sado, 4, São Romão",1,0.0,0
"Rua do Pico, São Pedro de Nordestinho, 9630-234","Rua do Pico, 9630-234",1,0.0,0
"Rua Delfim Rosa Alho, 39, Mértola, 7750-348","r dlefim roska alho, 39, Mértola, 7750-348",1,0.0,0
"Rua Lazareto, 36, Vila Verde de Ficalho, 7830-649","Rua Lazareto, 36, 7830-649",1,0.0,0
"Vereda Rocha, 4, Câmara de Lobos, 9325-349","veread roha, 4, Câmara de Lobos, 9325-349",1,0.0,0
"Rua de Abrantes, 17, Alvito, 7920-045","Rua de Abrantes, 17, Alvito",1,0.0,0
"Rua Netos, 25, Funchal, 9000-084","Rua Netos, 25, 9000-084",1,0.0,0
"Rua das Eiras do Ravasco, LT 2, Alandroal, 7250-121","Rua das Eiras do Ravasco, LT 2, 7250-121",1,0.0,0
"Rua do Rossio, 1, Vimieiro, 7040-652","Rua do Rossio, 1, 7040-652",1,0.0,0
"Rua Cândido dos Reis, 5, Aljustrel, 7600-063","Rua Cândido dos Reis, 5, 7600-063",1,0.0,0
"Largo de São Roque, 6, Almeirim, 2080-033","Largo de São Roque, 6, 2080-033",1,0.0,0
"Rua João Tiago Coelho, 63, Pias, 7830-257","Rua João Tiago Coelho, 63, Pias",1,0.0,0
"Urbanização Casas de São Pedro, LT 37, São Pedro do Corval, 7200-131","urbanização casasde sã pedro, LT 37, São Pedro do Corval",1,0.0,0
"Rua de São Pedro, 7, Alcaçovas, 7090-041","r sã de ocpedro, 7, Alcaçovas",1,0.0,0
"Caminho do Buraco, 286-C, Quelfes, 8700-206","Caminho do Buraco, 286-C, Quelfes",1,0.0,0
"Rua Bernardo Francisco da Costa, 55, Almada, 2800-032","rb ernardo francisco da costa, 55, Almada",1,0.0,0
"Rua Cidade de Paris, I-13, Olhão, 8700-278","r paris de cidade, I-13, Olhão, 8700-278",1,0.0,0
"Rua Nova, 17, Vimieiro, 7040-662","r nova, 17, Vimieiro",1,0.0,0
"Rua Doutor João de Matos Bilhau, 5, Peniche, 2520-452","Rua Doutor João de Matos Bilhau, 5, Peniche",1,0.0,0
"Gafa, 2, Portalegre, 7300-525","Gafa, 2, 7300-525",1,0.0,0
"Av Principal De Penha Longa, 3485, Penha Longa, 4625-356","Av Principal De Penha Longa, 3485, Penha Longa",1,0.0,0
"Rua do Matadouro, LT 4, Elvas, 7350-263","matadouro do r, LT 4, Elvas, 7350-263",1,0.0,0
"Escadinhas Cachadinha, 13, Câmara de Lobos, 9325-007","escadinhas cachadina, 13, Câmara de Lobos",1,0.0,0
"Rua Professor Martinho Ferro, 68, Beringel, 7800-831","Rua Professor Martinho Ferro, 68, Beringel",1,0.0,0
"Rua Dona Josefa Barros Gouveia, 32, Comenda, 6040-041","dona r jsefa barros gouvebia, 32, Comenda, 6040-041",1,0.0,0
"Rua de João Batista Ribeiro, 4, Vila Real, 5000-403","Rua de João Batista Ribeiro, 4, 5000-403",1,0.0,0
"Rua Bom Jesus dos Mártires, 18, Alcácer do Sal, 7580-131","Rua Bom Jesus dos Mártires, 18, Alcácer do Sal",1,0.0,0
