address_1,address_2,label,similarity,predicted
"Caminho Igreja, 114, Calheta, 9370-244","Caminho Da Igreja, 53, Calheta, 9370-244",0,1.0,1
"Travessa das Hortas, 2, Reguengos de Monsaraz, 7200-365","Rua das Hortas, 1, Reguengos de Monsaraz, 7200-344",0,0.75,1
"Rua do Norte, 17-19, Lisboa, 1200-283","Rua do Pólo Norte, Lisboa, 1990",0,0.5,1
"Rua de Lisboa, 36, Alvalade, 7565-052","Rua de Lisboa, 36, 7565-052",1,0.0,0
"Rua Ramiro Correia, 5, Évora, 7005-593","r ramipro tcorreia, 5, Évora, 7005-593",1,0.0,0
"EN 114, 6, A-da-Gorda, 2510-011","EN 8, A, A-da-Gorda, 2510-011",0,1.0,1
"Largo da Eira da Cruz, 22, Cachopo, 8800-014","Rua da Cruz, 5, Cachopo, 8800-014",0,0.6666666666666666,1
"Rua António Sérgio, 27, Ferreira do Alentejo, 7900-586","Rua Dr. António José de Almeida, 41, Ferreira do Alentejo",0,0.6,1
"Rua da Praça, 4, A-do-Neves, 7700-232","Rua da Praça, 4, 7700-232",1,0.0,0
"Vereda Bois, 14, Câmara de Lobos, 9325-049","Vereda Bispo, 9, Câmara de Lobos, 9300-242",0,0.6,1
"Rua Eira, 58, Soalhães, 4630-671","Rua Eira De S Salvador, 60, Soalhães, 4630-743",0,0.6666666666666666,1
"Travessa Arreganhado, Paredes De Viadores, 4630-565","Travessa Cimo De Vila Casa Do Arreganhado, 210, Paredes De Viadores, 4630-565",0,0.6666666666666666,1
"Rua Luísa Satanela, 2, Caldas da Rainha, 2500-296","Rua Luisa Satanela, Caldas da Rainha, 2500-296",0,1.0,1
"Tv Viela, 77, Paredes De Viadores, 4630-605","Tv Tapadinho, 185, Paredes De Viadores, 4630-584",0,0.5,1
"R Gaia, 855, Vila Boa De Quires, 4635-707","R Gaia, 855, 4635-707",1,0.3333333333333333,0
"Rua da Liberdade, Costa da Caparica, 2825-355","Praça da Liberdade, Costa da Caparica, 2825-355",0,1.0,1
"Rua S Joao Ac, AC, Calheta, 9370-763","Rua S Joao, 29, Calheta, 9370-763",0,1.0,1
"Rua 5 Outubro, 21, Fazendas do Cortiço, 7050-011","Rua 5 de Outubro, 3, Fazendas do Cortiço, 7050-011",0,1.0,1
"Praça do Pelourinho, 12, Alter do Chão, 7440-029","Praça do Pelourinho, 12, 7440-029",1,0.3333333333333333,0
"Rua da Fé, 65, Setúbal, 2910-053","Rua da Fé, 65, 2910-053",1,0.0,0
"Rua Ponte Romana, 2I, Almodôvar, 7700-040","Rua Ponte Romana, Portagem, 7330-328",0,0.5,1
"Rua do Patronato São José, 62, Bunheiro, 3870-027","Rua Patronato de São José, 8, Bunheiro, 3870-027",0,1.0,1
"Rua do Mosteiro, 24, Flor da Rosa, 7430-219","Rua do Mosteiro, 24, 7430-219",1,0.3333333333333333,0
"Rua Augusto Rosa, 30, Lisboa, 1100-059","Rua Augusto Rosa, 24, Porto, 4000-098",0,1.0,1
"Largo do Colégio, Porto, 4050-208","Largo do Colégio, 1B, Évora, 7000-803",0,1.0,1
"Doca de Santo Amaro, Lisboa, 1350-353","Rua de Santo Amaro, 56, Lisboa",0,0.6666666666666666,1
"Rua Poço, 11, Santa Vitória, 7800-732","Rua Poço, 11, 7800-732",1,0.3333333333333333,0
"Cam Pereira, 113, Sande Mcn, 4625-471","Cam Loureiro De Baixo, Sande Mcn, 4625-461",0,0.5,1
"Rua Infante Dom Henrique, 31, Redondo, 7170-004","Rua Padre Manuel Granja;Rua Infante Dom Henrique, 36;38, Redondo, 7170-006;7170-069",0,0.5714285714285714,1
"Rua G, 11, Alcaçovas, 7090-099","Rua Godinhas, 26, Alcaçovas, 7090-025",0,0.5,1
"Travessa Campus Village 1, 15, Ribeirão, 4760-913","Travessa Campus Village 4, 17, Ribeirão, 4760-913",0,1.0,1
"Rua de Beja, 43, Alvito, 7920-046","Rua de Beja, 43, 7920-046",1,0.0,0
"Rua de São Pedro, 82, Fronteira, 7460-127","ura são de pero, 82, Fronteira",1,0.4,0
"Rua Manuel Gomes Estácio, 9;9A, Elvas, 7350-276","r mnauelgomes estácio, 9;9A, Elvas",1,0.4,0
"Rua do Dourado, 257, São João da Madeira, 4520-227","Rua do Dourado, 257, 4520-227",1,0.25,0
"Estrada S Clara Ai, AI, Câmara de Lobos, 9300-163","Estrada S Clara, 294, Câmara de Lobos, 9300-163",0,1.0,1
"Rua das Eiras, 1, Malaqueijo, 2040-533","r iers das, 1, Malaqueijo",1,0.3333333333333333,0
"R Seixos Brancos, Várzea Do Douro, 4575-454","Tv Seixos Brancos, Várzea Do Douro, 4575-453",0,1.0,1
"Rua do Serro da Cruz, 17, Salto, 7780-504","Rua do Cerro da Cruz, 12, Salto, 7780-504",0,0.5,1
"R Eng Adelino Amaro Costa, Alpendurada E Matos, 4575-063","R Eng Adelino Amaro Da Costa, Alpendurada E Matos, 4575-063",0,1.0,1
"Rua da Galeria, 25, Tavira, 8800-329","da r fgaleira, 25, Tavira",1,0.3333333333333333,0
"Travessa do Paiol, 2, Peniche, 2520-252","Travessa do Paiol, 2, Fuzeta, 8700-043",0,0.5,1
"Av. Fernando Namora, 157, Coimbra, 3030-030","Avenida Fernando Namora, 75, Coimbra, 3030-487",0,1.0,1
"Rua Lopo Sancas, 18, Santo Aleixo da Restauração, 7875-181","Rua Nova, 14, Santo Aleixo da Restauração",0,0.5,1
"Avenida 25 de Abril, 20, Aldeia dos Fernandes, 7700-301","Avenida 25 de Abril, 20, 7700-301",1,0.3333333333333333,0
"Rua Tavira de Durango, 7, Tavira, 8800-303","urakngo tavira ded r, 7, Tavira",1,0.25,0
"Rua do Brasil, LT 27, Pinhal Novo, 2955-172","Rua do Brasil, LT 27, 2955-172",1,0.3333333333333333,0
"Rua Manuel Nunes Ferreira, 80, Alpiarça, 2090-116","mnauel r nnues ferreira, 80, Alpiarça",1,0.3333333333333333,0
"Rua dos Anjos, 20, Boavista dos Pinheiros, 7630-033","Rua dos Anjos, 20, 7630-033",1,0.3333333333333333,0
"Rua Doutor Mário Cidrais, 14, São Vicente e Ventosa, 7350-481","Rua do Castelo, 4, São Vicente e Ventosa, 7350-481",0,0.5,1
"Rua Dom Fuas Roupinho, Porto de Mós, 2480-335","Rua Dom Fuas Roupinho, 194, Alvados, 2480-032",0,0.6,1
"Tv Cegonheira, 38, Constance, 4635-108","R Cegonheira, 36, Constance, 4635-768",0,1.0,1
"Rua Cerca Do Convento, 3, Almodôvar, 7700-027","Rua do Convento, 3, Almodôvar, 7700-058",0,0.6666666666666666,1
"Rua de Macau, 13, Reguengos de Monsaraz, 7200-350","Rua de Macau, 13, 7200-350",1,0.3333333333333333,0
"Rua Luis de Camões, 1, Serpa, 7830-460","Rua Luis Camoes, 3A, Serpa, 7830-460",0,1.0,1
"Rua B, 18, Messejana, 7600-311","Rua de Aljustrel, 15, Messejana, 7600-327",0,0.5,1
"R Castelo, 36, Vila Boa Do Bispo, 4625-713","R Bouca Do Vale, Vila Boa Do Bispo, 4625-650",0,0.5,1
"Rua Pico s Martinho Pico s Martinho, 38, Funchal, 9000-141","Rua Pico s Martinho, 23, Funchal, 9000-141",0,1.0,1
"Rua Amoreira, 7, Cuba, 7940-133","Rua da Amoreira, 8, Cuba",0,1.0,1
"Rua Campo Do Rio, 175, Marco De Canaveses, 4630-353","Rua Campo Rio, Marco De Canaveses, 4630-353",0,1.0,1
"Estrada Regiona, 8, Lomba da Fazenda, 9630-103","Estrada Regional, 14, Lomba da Fazenda, 9630-103",0,0.5,1
"Rua Engenho Do Mel, 1, Funchal, 9000-162","Rua do Engenho do Mel, 4, Funchal, 9000-162",0,1.0,1
"Avenida da Quinta Grande, Alfragide, 2610-159","av da quiknta grtande, Alfragide",1,0.2,0
"Rua Conselheiro Bívar, 46, Faro, 8000-343","r conelheiro bvar, 46, Faro",1,0.0,0
"Rua do Relveiro, Bairro Nossa Senhora da Luz, 2500-219","Rua Nova, Bairro Nossa Senhora da Luz, 2500-219",0,0.6666666666666666,1
"Rua Várzeas, 130, Avessadas, 4630-024","r ávrzeas, 130, Avessadas, 4630-024",1,0.3333333333333333,0
"Rua Doutor Teófilo Braga, 11, Pedrogão, 7960-052","Rua Doutor Teófilo Braga, 36, Fuzeta, 8700-031",0,0.5,1
"R D Antonio Jose Da Rocha Couto, 1671, Vila Boa Do Bispo, 4625-640","R D António Jose Da Rocha Couto, 1335, Vila Boa Do Bispo, 4625-640",0,1.0,1
"Rua do Cavaco, 104, Maia, 4470-263","Rua Nova do Cavaco, 84, Maia, 4470-489",0,0.6666666666666666,1
"Rua de Belém, 84-92, Lisboa, 1300-085","Rua de belem, 97, Lisboa, 1300-083",0,1.0,1
"Rua Nova, 2, Santa Clara de Louredo, 7800-721","Rua Nova da Fonte, 6, Santa Clara de Louredo, 7800-721",0,0.8,1
"R Tapada, 109, Magrelos, 4625-183","R Tapado, 223, Magrelos, 4625-184",0,1.0,1
"Travessa do Olival, 1, São Marcos do Campo, 7200-072","Rua do Poço, 7, São Marcos do Campo, 7200-072",0,0.5,1
"Rua de São Domingos de Benfica, 16, Lisboa, 1500-559","Rua São Domingos de Benfica, 2, Lisboa, 1500-559",0,1.0,1
"Rua Luís de Freitas Branco, 1, Montemor-o-Novo, 7050-259","Rua Luís de Freitas Branco, Lisboa, 1600-489",0,0.75,1
"Rua Comendador Santana, 34, Cabeça Gorda, 7800-631","Rua de Beja, 8, Cabeça Gorda, 7800-631",0,0.5,1
"Avenida Eng Adelino Amaro Costa;Av Eng Adelino Amaro Da Costa, 170 B;23, Marco De Canaveses, 4630-231","Avenida Eng Adelino Amaro Da Costa, Marco De Canaveses, 4630-231",0,0.8571428571428571,1
"Travessa do Teatro, 3, Portalegre, 7300-224","Travessa do Teatro, 2, Ervedal, 7480-309",0,0.6666666666666666,1
"Avenida dos Combatentes, Rio Maior, 2040-124","Rua dos Anjos, 1, Rio Maior, 2040-246",0,0.5,1
"Rua de Santarém, Casas Novas, 7200-015","Rua Nova, Casas Novas, 7200-015",0,0.6666666666666666,1
"Impasse Estaleiro, 1, Calheta, 9370-063","Impasse Impasse Do Serrado, 3, Calheta, 9370-041",0,0.5,1
"Travessa do Sertorio, 25, Évora","Travessa do Sertório, 7, Évora, 7000-561",0,1.0,1
"Rua Dom Pedro V, 64, Vila Real de Santo António, 8900","Rua D. Pedro V, 74, Vila Real de Santo António, 8900",0,0.75,1
"Rua de Alcântara, 5-A-B, Alcântara, 1300-023","Rua de Alcântara, 341, PORTO, 4350-280",0,1.0,1
"Travessa do Moinho, 7, Santa Luzia, 7670-503","Rua José do Nascimento Menau, 5, Santa Luzia, 8800-539",0,0.5,1
"Rua Bartolomeu da Costa, 12,123, Lisboa","Rua Bartolomeu da Costa, Castelo Branco, 6000-773",0,0.6666666666666666,1
"Rua das Ameixeiras, 11, Farinha Branca, 7425-014","Rua das Laranjeiras, 13, Farinha Branca, 7425-014",0,0.5,1
"Largo de Santo António, 1, Fronteira, 7460-106","Largo de Santo António, Idanha-a-Nova, 6060-171",0,0.5,1
"R Ordonho Cima, Alpendurada E Matos, 4575-036","R Ordonho De Cima, 42, Alpendurada E Matos, 4575-036",0,1.0,1
"Campus da Caparica, Caparica, 2829-516","Campus de Caparica, Caparica, 2825-114",0,1.0,1
"Rua das Hortas de Fanares, 11, Mem Martins, 2725-327","Rua da Horta de Fanares, 21, Mem Martins, 2725-327",0,0.6,1
"Rua Fonte do Pinhal, 3, Fráguas RMR, 2040-155","Rua da Fonte, 14, Fráguas RMR, 2040-152",0,0.75,1
"Rua Tenente Coronel João Augusto Vieira Lopes, 6, Loures, 2670-399","Rua Ten Cor João Augusto Vieira Lopes, 12, Loures, 2670-399",0,0.5555555555555556,1
"Rua Duquesa de Caminha, 4, Marinha Grande, 2430","Rua de Leiria, 149, Marinha Grande, 2430-091",0,0.5,1
"Rua Chaos;Pc Vasco Da Gama, 128, Marco De Canaveses, 4630-226;4630-275","Pc Vasco Da Gama, 74, Marco De Canaveses, 4630-226",0,0.8,1
"Rua do Moinho, 4, Aldeia de Santo André, 7500-011","Rua do Moinho, 4, 7500-011",1,0.25,0
"Rua Nova Janeiro, 10 C, Santa Cruz, 9100-209","Rua Janeiro, 102, Santa Cruz, 9100-208",0,0.75,1
"Rua Doutor Alberto Souto, 24-A, Aveiro, 3800-148","Rua Dr. Alberto Souto, 6, Aveiro, 3800-148",0,0.6666666666666666,1
"Rua Sotto Mayor, Sintra, 2710-628","Rua do Sotto Mayor, 55, Sintra, 2710-628",0,1.0,1
"Rua Agrochão, 207, Sobretâmega, 4635-353","Rua Agrochão De Cima, 224, Sobretâmega, 4635-354",0,0.6666666666666666,1
"Rua do Poço do Frei Gil, 9, Vimieiro, 7040-649","Rua do Poço, 12, Vimieiro, 7040-648",0,0.5,1
"Rua 33, 56, Ermidas-Sado, 7565-214","Rua 33, 56, 7565-214",1,0.0,0
"Rua da Fraternidade, 47, Grândola, 7570-208","r ad fratenidade, 47, Grândola, 7570-208",1,0.3333333333333333,0
"Rua Luis de Camões, 9, Pedrogão, 7960-054","Rua Luis Vaz de Camões, 6, Pedrogão, 7960-045",0,0.75,1
"Rua dos Sobreiros, 26, Frade de Cima, 2090-217","Rua dos Sobreiros, 26, 2090-217",1,0.3333333333333333,0
"Santo António, 30, Areosa, 4900-213","Santo António, 53, Lisboa, 1250-006",0,0.6666666666666666,1
"Rua 1 de Dezembro, 119, Peniche, 2520-260","r l1 d edezembro, 119, Peniche, 2520-260",1,0.3333333333333333,0
"Rua da Liberdade, 10, Falcoeiras, 7200-052","r da lierddae, 10, Falcoeiras",1,0.3333333333333333,0
"Rua de Augusto Rosa, Porto, 4000-098","unagusto de r rosa, Porto",1,0.3333333333333333,0
"Rua Alcacovas, 13, Alcaçovas, 7090-036","Rua Nova, 56, Alcaçovas, 7090-063",0,0.5,1
"Largo Nossa Senhora da Graça, 2, Lourinhã e Atalaia, 2530-196","Largo Nossa Senhora da Graça, Águeda, 3750-304",0,0.5,1
"Rua da Amieira, 38, Atalaia, 6040-011","r almieira dpa, 38, Atalaia, 6040-011",1,0.25,0
"Rua Pedro Jose De Ornelas, 36 A, Funchal, 9050-069","Rua Pedro José de Ornelas, 18F, Funchal, 9050-069",0,1.0,1
"Ladeira de Santa Justa, 12, Coimbra, 3000-357","ladeira jsuta santaz de, 12, Coimbra, 3000-357",1,0.2,0
"Avenida Doutor Renato Araújo, 1625, São João da Madeira, 3700-346","Avenida Renato Araújo, 433, São João da Madeira, 3700-244",0,0.8333333333333334,1
"Rua de Moçambique, 19, Peniche, 2520-373","r de moçamique, 19, Peniche",1,0.3333333333333333,0
"Beco da Paz, 12, Cortiçadas de Lavre, 7050-636","Beco da Primavera, 1, Cortiçadas de Lavre, 7050-636",0,0.5,1
"Rua Pública, 38, Chão da Velha, 6050-472","Rua de Abrantes, 87, Chão da Velha, 6050-472",0,0.5,1
"Rua das Parreiras ao Collégio, 11A, Elvas, 7350-072","r das parriera sao collégio, 11A, Elvas",1,0.4,0
"Rua Afonso Lopes Vieira, Leiria, 2400-082","Rua Afonso Lopes Vieira, 2, Cascais, 2750-652",0,0.75,1
"Rua do Caro Custa, 12, Santiago do Cacém, 7540-236","Rua Engenheiro Costa Serrão, 19, Santiago do Cacém, 7540-185",0,0.5,1
"Rua Nova, 3, Cabeção, 7490-099","Rua Nova da Godinha, 3, Cabeção, 7490-100",0,0.6666666666666666,1
"Travessa Bolhao, 88;106, Avessadas, 4630-015","Travessa Bolhão, 167, Avessadas, 4630-015",0,1.0,1
"Rua 1915;Rua da Fonte do Pinheiro, 14, Caldas da Rainha, 2500-116","Rua da Fonte do Pinheiro, 72, Caldas da Rainha, 2500-203",0,1.0,1
"Rua das Carmelitas, 152, Porto, 4050-161","Rua das Carmelitas, Tentúgal, 3140-556",0,0.5,1
"R Sobreira, 96, São Lourenço Do Douro, 4625-563","R Salgueirinhos, 55, São Lourenço Do Douro, 4625-560",0,0.6,1
"Pinhal de Marrocos, 18, Coimbra, 3030-999","Rua do Pinhal de Marrocos, 239, Coimbra, 3030-201",0,1.0,1
"R Marinhela, 174, Paços De Gaiolo, 4625-242","R Horto, 435, Paços De Gaiolo, 4625-235",0,0.5,1
"Rua da Moagem, 5, Santo António do Baldio, 7200-082","Rua Nova, 1, Santo António do Baldio, 7200-082",0,0.6,1
"Sacadura Cabral, 25, Albufeira","Rua Sacadura Cabral, Albufeira, 8200-176",0,1.0,1
"Cc Bolhão, 111, Torrão Mcn, 4575-323","Cc Vila Do Monte, 35, Torrão Mcn, 4575-336",0,0.5,1
"Rua Jogo Da Bola, 10, Amieira, 7220-128","Rua Jogo Bola, 1, Amieira, 7220-128",0,1.0,1
"Rua do Arneiro, 6, Assentiz RMR, 2040-536","rdo arneio, 6, Assentiz RMR",1,0.4,0
"Rua Camilo Castelo Branco, 30, Lisboa","r camilo castelo bqranco, 30, Lisboa",1,0.3333333333333333,0
"Bairro D Margarida Guerra, 2, Vila Verde de Ficalho, 7830-484","Travessa Bairro D Margarida Guerra Valente, 2, Vila Verde de Ficalho, 7830-484",0,0.7142857142857143,1
"Estrada das Sesmarias Horta Das Choupanas, Vila de Frades, 7960-432","Estrada das Sesmarias, Vila de Frades, 7960-432",0,0.5,1
"Rua de Quiráz, 698, Castêlo da Maia, 4475-724","Rua Nova de Quiráz, 52, Castêlo da Maia, 4475",0,0.6666666666666666,1
"R Gena, 56, Vila Boa De Quires, 4635-708","R Cavadinha, Vila Boa De Quires, 4635-692",0,0.5,1
"Rua Quinta da Torre, 18, São João de Ver","Rua da Estação, 617, São João de Ver",0,0.5,1
"Rua do Beco, 6, Velada, 6050-476","Rua do Ribeiro, 2, Velada, 6050-476",0,0.5,1
"Rua Cabo, Várzea Ovelha E Aliviada, 4635-542","Rua Curvaceira, 209, Várzea Ovelha E Aliviada, 4635-579",0,0.6,1
"Rua do Penedo Gordo, 21, Vila Nova de São Bento, 7830-077","Rua do Penedo Gordo, 21, 7830-077",1,0.4,0
"Travessa Tanque, 26, Funchal, 9020-258","Travessa Tanque g, G06, Funchal, 9020-258",0,1.0,1
"Rua do Centenário da República, 9, Castro Verde, 7780-164","Rua Centenário da República, 7, Castro Verde, 7780-164",0,1.0,1
"Praça da Alegria, 6, Lisboa, 1250","Rua da Alegria, 25, Lisboa",0,1.0,1
"Largo 25 De Abril, 1, Aldeia dos Fernandes, 7700-302","Avenida 25 de Abril, 4, Aldeia dos Fernandes, 7700-301",0,1.0,1
"Rua do Passo, 22, Pias, 7830-242","Rua do Passo, 8A;8, Elvas, 7350-168",0,0.5,1
"Travessa Fonte Velha, 21, Calheta, 9385-242","Travessa Fonte, 13, Calheta, 9370-050",0,0.75,1
"Avenida Infante D. Henrique, Vila do Porto, 9580-408","Avenida Infante D. Henrique, Lote 320, Porta 2, Lisboa, 1800-220",0,0.5,1
"Largo António de Matos Dias, 1, Trindade, 7800-760","Largo António Matos Dias, 6, Trindade, 7800-760",0,1.0,1
"Rua Escola, 2, Monte do Trigo, 7220-222","Travessa da Escola, 12, Monte do Trigo, 7220-242",0,0.75,1
"Rua da Encosta do Castelo, 8, Alcácer do Sal, 7580-211","Rua da Encosta do Castelo, 8, 7580-211",1,0.3333333333333333,0
"Rua São Brás do Regedouro, 14, Évora, 7005-603","ru asão regedouo do brás, 14, Évora",1,0.2,0
"Cc Venda Nova, 128, Constance, 4635-093","R Venda Nova, Constance, 4635-093",0,1.0,1
"Rua Monsenhor Jerónimo Amaral, 6, Vila Real, 5000-570","Praça Monsenhor Jerónimo do Amaral, Vila Real, 5000-663",0,1.0,1
"Rua Pincipal, 679, São Domingos de Rana","Rua Principal, 552, São Domingos de Rana",0,0.6,1
"Rua da Madalena, 4, Beringel, 7800-829","r damadalena, 4, Beringel, 7800-829",1,0.3333333333333333,0
"Travessa Encruzilhadas, 8, Câmara de Lobos, 9300-049","Travessa S João, 6, Câmara de Lobos, 9300-337",0,0.6,1
"Rua do Óculo, 15, Tavira, 8800-341","r do cóulo, 15, Tavira, 8800-341",1,0.3333333333333333,0
"Estrada da Circunvalação, s/n, Praia da Vitória, 9760-038","Estrada da Circunvalação, s/n, 9760-038",1,0.3333333333333333,0
"Tv Quinta;Cc Quinta, 13, Paços De Gaiolo, 4625-258","Cc Quinta, 40, Paços De Gaiolo, 4625-258",0,0.75,1
"Rua dos Piornais, Funchal, 9000-246","Rua Piornais, 11, Funchal, 9000-679",0,1.0,1
"Caminho Saltos, 1, Funchal, 9050-219","Caminho dos Saltos, 6, Funchal, 9050-219",0,1.0,1
"Rua do Vale Velho, 98, Vila Real, 5000-355","Rua do Vale, 22, Vila Real, 5000-781",0,1.0,1
"Praceta Doutor Teófilo da Cruz, 55, Tondela, 3460-589","Rua Doutor Teófilo da Cruz, Tondela, 3460-589",0,0.8,1
"Avenida Errázuriz, 921, Santa Cruz, 2790-134","Avenida 2 de Agosto 1996, 9, Santa Cruz, 9100-235",0,0.5,1
"Alameda Armando Gonçalves, 25, Coimbra, 3000-059","Alameda Doutor Armando Gonçalves, 5-7, Coimbra, 3000-059",0,0.6666666666666666,1
"R Campos, 24, Santo Isidoro Mcn, 4635-263","R Costa Do Lima, 141, Santo Isidoro Mcn, 4635-252",0,0.5,1
"Estrada Nacional 387, Cuba, 7940-100","Estrada Nacional 258-1, Cuba, 7940-017",0,1.0,1
"Rua do Açougue, 10, Arronches, 7340-021","r çoulgue do, 10, Arronches, 7340-021",1,0.3333333333333333,0
"Travessa Patio, 63, Marco De Canaveses, 4630-323","Travessa Almeida Peres, 22;26;18, Marco De Canaveses, 4630-473",0,0.5,1
"Rua Quinta do Pinheirinho, 5, Charneca de Caparica e Sobreda","Rua da Liberdade, 5, Charneca de Caparica e Sobreda",0,0.5,1
"Rua Santo Ildefonso, 10, Almodôvar, 7700-048","Rua Sto Ildefonso, 4, Almodôvar, 7700-048",0,0.5,1
"Rua da Igreja, 2, Pardais, 7160-363","Rua E, 11, Pardais, 7160-363",0,0.5,1
"R Bouca Qta Das Portas De Ferro, 215, Vila Boa Do Bispo, 4625-649","R Bouca, 481, Vila Boa Do Bispo, 4625-649",0,0.5,1
"Rua  Artur de Sousa, Mem Martins, 2725-228","Rua Artur de Sousa, 15, Mem Martins, 2725-228",0,1.0,1
"R. Dia Mundial da Criança, São Domingos de Rana, 2785-410","Rua Dia Mundial da Criança, 116, São Domingos de Rana, 2785-001",0,1.0,1
"Rua do Alecrim, 76C, Vila Nova de Milfontes, 7645-012","r xdo ualecrim, 76C, Vila Nova de Milfontes, 7645-012",1,0.4,0
"Rua da Arribela, 135-161, Mosteiró, 4485-920","Rua da Arribela, 275, Vilar e Mosteiró, 4485-920",0,0.6666666666666666,1
"R Sequeiros;Tv Bacelo, 467;461, Santo Isidoro Mcn, 4635-294;4635-267","R Sequeiros, 339, Santo Isidoro Mcn, 4635-267",0,0.8,1
"Estrada João Gonçalves Zarco Cci 304, 2 ENT 4, Câmara de Lobos, 9325-085","Estrada João Gonçalves Zarco, 268, Câmara de Lobos, 9300",0,0.7142857142857143,1
"Rua Encosta Pico s Joao, Funchal, 9000-189","Rua Encosta Pico s Joao x, X, Funchal, 9000-189",0,1.0,1
"Rua Cidade de Oakland, 12, Funchal","Rua Cidade Oakland, 8A, Funchal, 9060-070",0,1.0,1
"Rua de São Pedro, Monção, 4950","Rua de São Pedro, 12, Montevil, 7580-321",0,0.5,1
"Rua Luís António Verney, 12, Bairro de Santa Luzia, 7005-854","Rua do Comércio, 15, Bairro de Santa Luzia, 7005-853",0,0.5,1
"R Nossa Senhora Da Encarnacao;R Pinheiro, 26;54, Vila Boa Do Bispo, 4625-613;4625-725","R Pinheiro, 200, Vila Boa Do Bispo, 4625-613",0,0.5,1
"Rua Alto Vinhas, 1, São Manços, 7005-730","Rua Alto das Vinhas, 3, São Manços, 7005-730",0,1.0,1
"Rua Fernandes Tomás, 81, Coimbra, 3000-168","r fenrandes tzomás, 81, Coimbra, 3000-168",1,0.0,0
"Rua 25 de Abril, 2, Mourão, 7240-224","Rua 9 de Abril, 8, Mourão, 7240-235",0,1.0,1
"Rua Direita, 82, Benfica do Ribatejo, 2080-329","Rua Direita, 82, 2080-329",1,0.3333333333333333,0
"Urbanização Quinta das Palmeiras, 83, Olhão, 8700-578","ubranização quitna das palmeiras, 83, Olhão",1,0.3333333333333333,0
"Praça da República, 13, Redondo, 7170-011","praça a drepública, 13, Redondo, 7170-011",1,0.3333333333333333,0
"Rua da Fonte do Pinheiro, 72, Caldas da Rainha, 2500-203","Rua Fonte do Pinheiro, Caldas da Rainha, 2500-203",0,1.0,1
"Travessa Vila Maior, 71, Marco De Canaveses, 4630-469","Travessa Futebol Clube Do Marco, 34, Marco De Canaveses, 4630-326",0,0.5,1
"Beco da Fonte Velha, 4, Barretos, 7330-011","Rua da Fonte Velha, 4, Barretos, 7330-011",0,1.0,1
"Rua Doutor António José de Oliveira Guerra, 8, Bunheiro, 3870-022","Rua António José Oliveira Guerra, 4, Bunheiro, 3870-022",0,0.8333333333333334,1
"Rua Luís de Camões, 8, Nossa Senhora das Neves, 7800-651","Rua Luís de Camões, 8, 7800-651",1,0.4,0
"Rua Dom Sancho, 52, Vale de Maceira","Travessa Dom Fernando, 3, Vale de Maceira",0,0.5,1
"Alameda Dom João III Poente, 15, Évora, 7005-134","Alameda Dom João III Nascente, 7, Évora, 7005-133",0,0.6,1
"Rua do Altinho, 6, Corte do Pinto, 7750-102","Rua do Altinho, 6, 7750-102",1,0.3333333333333333,0
"Rua Professor Marcelino Vaz Palma, 10, Azinhal, 8950-024","Travessa Professor Marcelino Vaz Palma, 30, Azinhal, 8950-025",0,0.8333333333333334,1
"Rua 9 de Janeiro, 2, Nossa Senhora da Graça de Divor, 7000-019","Rua 1º de Maio, 11, Nossa Senhora da Graça de Divor, 7000-019",0,0.6666666666666666,1
"Rua das Taipas, 10, Monte do Trigo, 7220-230","Travessa da Rua de Évora, 7, Monte do Trigo, 7220-244",0,0.5,1
"Rua do Botafogo, 12, Elvas, 7350-028","Rua D, 5, Elvas, 7350-408",0,0.5,1
"Rua C Br Das Amoreiras, 1, São Bartolomeu do Outeiro, 7220-522","Rua B Br Das Amoreiras, 1, São Bartolomeu do Outeiro, 7220-522",0,1.0,1
"Largo Luis Vaz de Camões, Amadora, 2650-197","R. Luís Vaz de Camões, Amadora, 2650-197",0,1.0,1
"Rua de Santa Marta, 164, Caramos, 4615-380","Rua de Santa Marta, 45, Lisboa, 1150-293",0,0.6666666666666666,1
"Praceta Manuel Gouveia, MEM MARTINS, 2725-372","Praceta Capelo, 2, MEM MARTINS, 2725-250",0,0.5,1
"Rua de São Bento, 1135, São João de Ver, 4520-616","Rua Quintas de São Bento, 67, São João de Ver",0,0.8,1
"Beco da Escola Velha, 3, Urra-Santiago, 7300-582","Beco da Escola Velha, 10, Vila Boim, 7350-501",0,0.5,1
"Avenida Professor Doutor Cavaco Silva, 100, Oeiras, 2740-122","Avenida Professor Doutor Cavaco Silva, Porto Salvo, 2744-016",0,0.8,1
"Largo Conde Ferreira, 9, Cuba, 7940-113","Largo Conde Ferreira, 22, Chamusca, 2140-069",0,0.5,1
"Rua do Parreiral ao Pocinho, 9, Sousel, 7470-249","Rua do Parreiral, 49, Sousel, 7470-248",0,0.6666666666666666,1
"Rua do Hospital Velho, 17, Funchal","Rua do Hospital Velho 23A, Edificio Insular, Piso 4, 8, Funchal, 9060-129",0,0.5,1
"Praça Zeca Afonso, 5, Entradas, 7780-327","Praça Zeca Afonso, 2, Évora, 7000-379",0,0.6666666666666666,1
"Rua Padre António Sousa Da Costa Miss Hijas, 9, Câmara de Lobos, 9300-115","Rua Padre António Sousa Da Costa, 53, Câmara de Lobos, 9325-370",0,0.75,1
