address_1,address_2,label,address_1_road,address_1_house_number,address_1_city,address_1_postcode,address_1_normalized,address_2_road,address_2_house_number,address_2_city,address_2_postcode,address_2_normalized,ner_gpe_similarity,ner_loc_similarity,ner_misc_similarity,ner_person_similarity,ner_org_similarity,ner_overall_entity_similarity,ner_road_gpe_similarity,ner_road_loc_similarity,ner_road_misc_similarity,ner_road_person_similarity,ner_road_org_similarity,ner_road_overall_entity_similarity,ner_city_gpe_similarity,ner_city_loc_similarity,ner_city_misc_similarity,ner_city_person_similarity,ner_city_org_similarity,ner_city_overall_entity_similarity,ner_normalized_gpe_similarity,ner_normalized_loc_similarity,ner_normalized_misc_similarity,ner_normalized_person_similarity,ner_normalized_org_similarity,ner_normalized_overall_entity_similarity,ner_countries_hierarchy_similarity,ner_regions_hierarchy_similarity,ner_cities_hierarchy_similarity,ner_streets_hierarchy_similarity,ner_districts_hierarchy_similarity,ner_address1_total_entities,ner_address2_total_entities,ner_address1_unique_entities,ner_address2_unique_entities,ner_entity_count_difference,ner_shared_entity_count,ner_has_geographic_entities,ner_both_have_entities,phase2_jaro_winkler_score,phase2_levenshtein_score,phase2_jaccard_score,phase2_hybrid_avg,phase2_weighted_combo,comp_road_similarity,comp_road_exact_match,comp_house_number_similarity,comp_house_number_exact_match,comp_city_similarity,comp_city_exact_match,comp_postcode_similarity,comp_postcode_exact_match,comp_normalized_similarity,comp_normalized_exact_match,comp_avg_similarity,comp_max_similarity,comp_min_similarity,stat_addr1_length,stat_addr2_length,stat_length_diff,stat_length_ratio,stat_addr1_words,stat_addr2_words,stat_word_diff,stat_addr1_digits,stat_addr2_digits,stat_digits_match,interact_phase2_comp,interact_phase2_ner,interact_comp_ner,interact_all_three,interact_phase2_high,interact_comp_high,interact_ner_high,interact_all_high,interact_majority_high,interact_score_variance,interact_score_mean
"Rua António Rodrigues da Costa, 54, Setúbal, 2910-403","Rua da Manteigada, 2, Setúbal, 2900-241",0,rua antonio rodrigues costa,54,Setubal,2910-403,rua antonio rodrigues da costa 54 setubal 2910-403,rua manteigada,2,Setubal,2900-241,rua da manteigada 2 setubal 2900-241,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,True,True,0.8315626511852927,0.49056603773584906,0.3442622950819672,0.5554636613343696,0.6171732216644064,0.8204425204425204,False,0.0,False,1.0,True,0.8222222222222222,False,0.8245277777777777,False,0.6934385040885042,1.0,0.0,53,39,14,0.7358490566037735,8,6,2,9,8,0,0.5766375608937999,0.6467709509218943,0.5393410587355032,0.44849588069517765,1,0,1,0,1,0.004847367617518647,0.7675929776838583
"Rua das Escadinhas, 17, Ourique Gare, 7780-030","r das escadihas, 17, Ourique Gare, 7780-030",1,rua escadinhas,17,Ourique Gare,7780-030,rua das escadinhas 17 ourique gare 7780-030,rua escadihas,17,Ourique Gare,7780-030,r das escadihas 17 ourique gare 7780-030,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,False,0.8757836198179981,0.9347826086956522,0.8409090909090909,0.8838251064742471,0.8771210589208568,0.9857142857142858,False,1.0,True,1.0,True,1.0,True,0.8740697674418604,False,0.9719568106312293,1.0,0.8740697674418604,46,43,3,0.9347826086956522,7,7,0,9,9,1,0.8512238539213746,0.583855746545332,0.6479712070874861,0.5674825692809163,1,1,0,0,1,0.024363542454732958,0.8381356990386313
"Rua Casa Branca Apartamento Izadora, 4, Funchal, 9000-088","Rua Casa Branca, 21, Funchal, 9000-113",0,rua casa branca apartamento izadora,4,Funchal,9000-088,rua casa branca apartamento izadora 4 funchal 9000-088,rua casa branca,21,Funchal,9000-113,rua casa branca 21 funchal 9000-113,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,2.0,True,True,0.85311004784689,0.5614035087719298,0.46296296296296297,0.625825506527261,0.6777246145667198,0.8857142857142858,False,0.0,False,1.0,True,0.85,False,0.8558730158730159,False,0.7183174603174602,1.0,0.0,57,38,19,0.6666666666666666,8,6,2,8,9,0,0.612803842940685,0.6635300372142477,0.5586913580246913,0.4766252111760883,1,1,1,1,1,0.0045632536531877346,0.783068428647376
"Rua Encosta Do Pico De s João, 1, Funchal, 9000-189","r encosta do picode s jowão, 1, Funchal",1,rua encosta pico s joao,1,Funchal,9000-189,rua encosta do pico de s joao 1 funchal 9000-189,rua encosta picode s jowao,1,Funchal,,r encosta do picode s jowao 1 funchal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8289949988092402,0.7254901960784313,0.6739130434782609,0.742799412788644,0.7617694516637846,0.9769230769230769,False,1.0,True,1.0,True,0.0,False,0.7918918918918919,False,0.7537629937629938,1.0,0.0,51,39,12,0.7647058823529411,10,8,2,8,1,0,0.6248657521170025,0.0,0.0,0.0,1,1,0,0,1,0.21017520223342695,0.5275859975240781
"Rua Vigia, 1, Albernoa, 7800-601","Rua Vigia, 1, Albernoa",1,rua vigia,1,Albernoa,7800-601,rua vigia 1 albernoa 7800-601,rua vigia,1,Albernoa,,rua vigia 1 albernoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.6875,0.7142857142857143,0.7797619047619048,0.8205357142857144,1.0,True,1.0,True,1.0,True,0.0,False,0.9379310344827586,False,0.7875862068965518,1.0,0.0,32,22,10,0.6875,5,4,1,8,1,0,0.7383620689655173,0.0,0.0,0.0,1,1,0,0,1,0.2536120714427269,0.5750287356321839
"Avenida Emídio Navarro, 87, Coimbra, 3000-151","navarro emídio av, 87, Coimbra",1,avenida emidio navarro,87,Coimbra,3000-151,avenida emidio navarro 87 coimbra 3000-151,navarro emidio av,87,Coimbra,,navarro emidio av 87 coimbra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.5333333333333333,0.5714285714285714,0.6126984126984126,0.6447619047619048,0.6991681521093285,False,1.0,True,1.0,True,0.0,False,0.746031746031746,False,0.689039979628215,1.0,0.0,45,30,15,0.6666666666666666,6,5,1,9,2,0,0.505295985060691,0.0,0.0,0.0,1,0,0,0,0,0.16908596208104587,0.4741244376538494
"Rua Doutor Manuel Tomé Viegas Vaz, 49, Olhão, 8700-459","Rua Doutor Manuel Tomé Viegas Vaz, 49, 8700-459",1,rua doutor manuel tome viegas vaz,49,Olhao,8700-459,rua doutor manuel tome viegas vaz 49 olhao 8700-459,rua doutor manuel tome viegas vaz,49,,8700-459,rua doutor manuel tome viegas vaz 49 8700-459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974074074074074,0.8703703703703703,0.8775510204081632,0.9073318216175359,0.92437641723356,1.0,True,1.0,True,0.0,False,1.0,True,0.9764705882352941,False,0.7952941176470588,1.0,0.0,54,47,7,0.8703703703703703,9,8,1,9,9,1,0.7746753812636165,0.0,0.0,0.0,1,1,0,0,1,0.2688792180278873,0.5897893972403776
"Rua Charles Bonnet, 37, Cabanas de Tavira, 8800-596","rcharels bonnet, 37, Cabanas de Tavira, 8800-596",1,rua charles bonnet,37,Cabanas De Tavira,8800-596,rua charles bonnet 37 cabanas de tavira 8800-596,rcharels bonnet,37,Cabanas De Tavira,8800-596,rcharels bonnet 37 cabanas de tavira 8800-596,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,True,True,0.8698529411764706,0.9019607843137255,0.8,0.8572712418300655,0.8553186274509804,0.8900000000000001,False,1.0,True,1.0,True,1.0,True,0.8679166666666667,False,0.9515833333333333,1.0,0.8679166666666667,51,48,3,0.9411764705882353,8,7,1,9,9,1,0.8277375612745098,0.7248774509803922,0.7929861111111112,0.6897813010620916,1,1,1,1,1,0.003666100209855182,0.8849232026143792
"Rua das Cancelinhas, 12, Amareleja, 7885-041","Rua das Cancelinhas, 12, 7885-041",1,rua cancelinhas,12,Amareleja,7885-041,rua das cancelinhas 12 amareleja 7885-041,rua cancelinhas,12,,7885-041,rua das cancelinhas 12 7885-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.75,0.7692307692307693,0.8230769230769232,0.8557692307692307,1.0,True,1.0,True,0.0,False,1.0,True,0.9512195121951219,False,0.7902439024390244,1.0,0.0,44,33,11,0.75,6,5,1,9,9,1,0.7507317073170732,0.0,0.0,0.0,1,1,0,0,1,0.2587512393416617,0.5800813008130081
"Rua João Afonso, 19, Vila Alva, 7940-389","Rua João Afonso, 19, Vila Alva",1,rua joao afonso,19,Vila Alva,7940-389,rua joao afonso 19 vila alva 7940-389,rua joao afonso,19,Vila Alva,,rua joao afonso 19 vila alva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.75,0.7428571428571429,0.8142857142857144,0.8478571428571429,1.0,True,1.0,True,1.0,True,0.0,False,0.9513513513513514,False,0.7902702702702703,1.0,0.0,40,30,10,0.75,7,6,1,9,2,0,0.7507567567567568,0.0,0.0,0.0,1,1,0,0,1,0.25875678110542977,0.5800900900900902
"Avenida Padre Moreira das Neves, Paredes, 4580-162","Avenida da República, 174, Paredes, 4580-193",0,avenida padre moreira neves,,Paredes,4580-162,avenida padre moreira das neves paredes 4580-162,avenida republica,174,Paredes,4580-193,avenida da republica 174 paredes 4580-193,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,1.0,True,True,0.8376042780748664,0.62,0.42592592592592593,0.6278434013335974,0.670579916815211,0.6974470699960896,False,0.0,False,1.0,True,0.9,False,0.8456808943089431,False,0.6886255928610066,1.0,0.0,50,44,6,0.88,7,6,1,7,10,0,0.5767957425722202,0.6514699940582294,0.5355976833363384,0.44861891088950456,1,0,1,0,1,0.00562032847688034,0.7680025495712169
"Rua Domingos Franco de Oliveira, 37, Évora, 7005-552","Rua Domingos Franco de Oliveira, 37, 7005-552",1,rua domingos franco oliveira,37,Evora,7005-552,rua domingos franco de oliveira 37 evora 7005-552,rua domingos franco oliveira,37,,7005-552,rua domingos franco de oliveira 37 7005-552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9730769230769231,0.8653846153846154,0.9111111111111111,0.9165242165242166,0.9329487179487179,1.0,True,1.0,True,0.0,False,1.0,True,0.9755102040816326,False,0.7951020408163265,1.0,0.0,52,45,7,0.8653846153846154,8,7,1,9,9,1,0.7736954474097331,0.0,0.0,0.0,1,1,0,0,1,0.2684568353751354,0.5893929879644165
"Rua Nossa Senhora do Bom Sucesso, 37, Torrão, 7595-127","r do senhora nossa bom sucesso, 37, Torrão",1,rua nossa senhora bom sucesso,37,Torrao,7595-127,rua nossa senhora do bom sucesso 37 torrao 7595-127,rua senhora nossa bom sucesso,37,Torrao,,r do senhora nossa bom sucesso 37 torrao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8547619047619047,0.6296296296296297,0.7608695652173914,0.7484203665363086,0.7815677478720957,0.9655172413793103,False,1.0,True,1.0,True,0.0,False,0.8077941176470588,False,0.7546622718052738,1.0,0.0,54,42,12,0.7777777777777778,9,8,1,9,2,0,0.6450565609002221,0.0,0.0,0.0,1,1,0,0,1,0.21835883247275809,0.5364747255223928
"Rua da Liberdade, 38, Frade de Cima, 2090-217","r da lihberdade, 38, Frade de Cima",1,rua liberdade,38,Frade De Cima,2090-217,rua da liberdade 38 frade de cima 2090-217,rua lihberdade,38,Frade De Cima,,r da lihberdade 38 frade de cima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7657219251336898,0.7111111111111111,0.6052631578947368,0.6940320647131792,0.7066621321574882,0.9857142857142858,False,1.0,True,1.0,True,0.0,False,0.7668922811059908,False,0.7505213133640554,1.0,0.0,45,34,11,0.7555555555555555,8,7,1,9,2,0,0.5746906249229897,0.0,0.0,0.0,1,1,0,0,1,0.19164056117372028,0.5054144128325817
"Av. Infante D.Henrique, Lisboa, 1100-651","av. infante d.enriuqe, Lisboa",1,avenida infante d.henrique,,Lisboa,1100-651,av. infante d.henrique lisboa 1100-651,avenida infante d.enriuqe,,Lisboa,,av. infante d.enriuqe lisboa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9381034482758621,0.675,0.5714285714285714,0.7281773399014778,0.7754802955665024,0.9843076923076923,False,0.0,False,1.0,True,0.0,False,0.9402255639097745,False,0.5849066512434934,1.0,0.0,40,29,11,0.725,5,4,1,7,0,0,0.5487029464510083,0.0,0.0,0.0,1,0,0,0,0,0.2244836412949775,0.5076700331731185
"Rua Carvalho Araújo, 6, Alter do Chão, 7440-034","carvalho ru raújo, 6, Alter do Chão, 7440-034",1,rua carvalho araujo,6,Alter Do Chao,7440-034,rua carvalho araujo 6 alter do chao 7440-034,carvalho ru raujo,6,Alter Do Chao,7440-034,carvalho ru raujo 6 alter do chao 7440-034,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,True,True,0.904334121355398,0.851063829787234,0.9,0.8851326503808773,0.8923798266351459,0.8235939112487101,False,1.0,True,1.0,True,1.0,True,0.8658008658008658,False,0.9378789554099152,1.0,0.8235939112487101,47,45,2,0.9574468085106383,8,8,0,8,8,1,0.8481559410783441,0.7033709832764206,0.7294614097632672,0.6596768430609342,1,1,1,1,1,0.007129025178446505,0.873330284847697
"Rua Sá de Miranda, Viana do Castelo, 4900-529","Avenida Capitão Gaspar de Castro, Viana do Castelo, 4900-462",0,rua sa miranda,,Viana Do Castelo,4900-529,rua sa de miranda viana do castelo 4900-529,avenida capitao gaspar castro,,Viana Do Castelo,4900-462,avenida capitao gaspar de castro viana do castelo 4900-462,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,True,True,0.7268518518518517,0.5166666666666666,0.4262295081967213,0.5565826755717466,0.5946281117182757,0.5530377668308702,False,0.0,False,1.0,True,0.9,False,0.7230447090110282,False,0.6352164951683796,1.0,0.0,45,60,15,0.75,8,9,1,7,7,1,0.4617082858399796,0.5653292181069958,0.4940572740198508,0.3591064445422063,1,0,1,0,1,0.005219034637526118,0.7132820415993364
"Rua dos Pinheiros, 22, Hortas, 8900-265","Rua dos Pinheiros, 54, Charneca da Caparica, 2820-567",0,rua pinheiros,22,Hortas,8900-265,rua dos pinheiros 22 hortas 8900-265,rua pinheiros,54,Charneca Da Caparica,2820-567,rua dos pinheiros 54 charneca da caparica 2820-567,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,True,False,0.8634560408145314,0.5471698113207547,0.3333333333333333,0.5813197284895398,0.6411619826714167,1.0,True,0.0,False,0.4388888888888889,False,0.7222222222222222,False,0.86,False,0.6042222222222222,1.0,0.0,39,53,14,0.7358490566037735,6,8,2,9,9,1,0.521719327772158,0.6715769206335244,0.46995061728395054,0.4057816993783451,1,0,1,0,1,0.017444078053857157,0.748485346938177
"Rua General Humberto Delgado, 29, Évora, 7005-502","r humberto geenral delwgado, 29, Évora, 7005-502",1,rua general humberto delgado,29,Evora,7005-502,rua general humberto delgado 29 evora 7005-502,rua humberto geenral delwgado,29,Evora,7005-502,r humberto geenral delwgado 29 evora 7005-502,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True,True,0.8666114850195397,0.6734693877551021,0.7959183673469388,0.7786664133738602,0.8067751302648719,0.9431034482758621,False,1.0,True,1.0,True,1.0,True,0.864380764163373,False,0.961496842487847,1.0,0.864380764163373,49,48,1,0.9795918367346939,7,7,0,9,9,1,0.8332442065099914,0.7221762375162831,0.8012473687398725,0.6943701720916595,1,1,1,1,1,0.0044227585867229495,0.88714722028024
"Rua Azedo Gneco, 84, Lisboa, 1350-039","Rua Professor João Barreira, 1/3, Lisboa, 1600-635",0,rua azedo gneco,84,Lisboa,1350-039,rua azedo gneco 84 lisboa 1350-039,rua professor joao barreira,13,Lisboa,1600-635,rua professor joao barreira 13 lisboa 1600-635,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,True,True,0.684479652065859,0.48,0.234375,0.46628488402195306,0.5085523260329295,0.645679012345679,False,0.0,False,1.0,True,0.6833333333333332,False,0.6740769886549938,False,0.6006178668668012,1.0,0.0,37,50,13,0.74,6,7,1,9,9,1,0.4111107085375265,0.5323730627178903,0.4671472297852898,0.319752773306965,0,0,1,0,0,0.007853828885352503,0.6876250989034793
"Rua 3 de Maio, 19, Crato, 7430-135","r 3 de maio, 19, Crato, 7430-135",1,rua 3 maio,19,Crato,7430-135,rua 3 de maio 19 crato 7430-135,rua 3 maio,19,Crato,7430-135,r 3 de maio 19 crato 7430-135,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True,True,0.8979779411764707,0.9411764705882353,0.8709677419354839,0.9033740512333966,0.8985145872865276,1.0,True,1.0,True,1.0,True,1.0,True,0.8978865406006674,False,0.9795773081201334,1.0,0.8978865406006674,34,32,2,0.9411764705882353,7,7,0,10,10,1,0.8796388143689067,0.5986519607843137,0.6530515387467556,0.5864258762459378,1,1,0,0,1,0.026346071989296085,0.8480739719877569
"Rua Miguel Bombarda, 33, Sines, 7520-228","r miguel bombarda, 33, Sines, 7520-228",1,rua miguel bombarda,33,Sines,7520-228,rua miguel bombarda 33 sines 7520-228,rua miguel bombarda,33,Sines,7520-228,r miguel bombarda 33 sines 7520-228,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,True,True,0.9218421052631578,0.95,0.8947368421052632,0.9221929824561403,0.9193421052631578,1.0,True,1.0,True,1.0,True,1.0,True,0.9152123552123552,False,0.983042471042471,1.0,0.9152123552123552,40,38,2,0.95,6,6,0,9,9,1,0.9062099410688883,0.7682017543859648,0.8192020592020592,0.7551749508907403,1,1,1,1,1,0.005665352232276824,0.9127393032129874
"Rua do Outeiro, 3, Nossa Senhora da Graça de Póvoa e Meadas, 7320-011","do r uoteio, 3, Nossa Senhora da Graça de Póvoa e Meadas",1,rua outeiro,3,Nossa Senhora Da Graca De Povoa E Meadas,7320-011,rua do outeiro 3 nossa senhora da graca de povoa e meadas 7320-011,do r uoteio,3,Nossa Senhora Da Graca De Povoa E Meadas,,do r uoteio 3 nossa senhora da graca de povoa e meadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7764837819185645,0.7391304347826086,0.6451612903225806,0.7202585023412512,0.7296163650125782,0.6515151515151515,False,1.0,True,1.0,True,0.0,False,0.7789001122334457,False,0.6860830527497195,1.0,0.0,69,56,13,0.8115942028985508,13,12,1,8,1,0,0.5327323635093362,0.0,0.0,0.0,1,0,0,0,0,0.18030155178119833,0.48752227822276134
"Rua Heitor Nunes, 14, Grândola, 7570-133","Rua Doutor Vitor Manuel Ribeiro da Rocha, Grândola, 7570-256",0,rua heitor nunes,14,Grandola,7570-133,rua heitor nunes 14 grandola 7570-133,rua doutor vitor manuel ribeiro rocha,,Grandola,7570-256,rua doutor vitor manuel ribeiro da rocha grandola 7570-256,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,True,True,0.6456093189964158,0.5,0.3870967741935484,0.5109020310633214,0.5389336917562724,0.6443607068607068,False,0.0,False,1.0,True,0.85,False,0.6578129853991923,False,0.6304347384519798,1.0,0.0,40,60,20,0.6666666666666666,6,9,3,9,7,0,0.4070145421636662,0.4304062126642772,0.4202898256346532,0.2713430281091108,0,0,0,0,0,0.00033107206795993484,0.6475702413716874
"Rua José Vicente Abreu, 32, Elvas, 7350-275","Rua José Vicente Abreu, 32, 7350-275",1,rua jose vicente abreu,32,Elvas,7350-275,rua jose vicente abreu 32 elvas 7350-275,rua jose vicente abreu,32,,7350-275,rua jose vicente abreu 32 7350-275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674418604651163,0.8372093023255813,0.85,0.8848837209302326,0.9061627906976744,1.0,True,1.0,True,0.0,False,1.0,True,0.9700000000000001,False,0.794,1.0,0.0,43,36,7,0.8372093023255814,7,6,1,9,9,1,0.7681488372093024,0.0,0.0,0.0,1,1,0,0,1,0.26607697205696773,0.5871472868217055
"Rua Poço da Moura, 4, Évora, 7000-311","Rua Gabriel Victor do Monte Pereira, 21A, Évora",0,rua poco moura,4,Evora,7000-311,rua poco da moura 4 evora 7000-311,rua gabriel victor monte pereira,21A,Evora,,rua gabriel victor do monte pereira 21a evora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6025301897642322,0.276595744680851,0.2631578947368421,0.3807612763939751,0.4355316122393389,0.6189123376623377,False,0.0,False,1.0,True,0.0,False,0.62140522875817,False,0.4480635132841015,1.0,0.0,37,47,10,0.7872340425531915,7,8,1,8,2,0,0.2699717936854983,0.0,0.0,0.0,0,0,0,0,0,0.09794391594277188,0.3501979010161112
"Caminho da Piedade, 37, Jardim do Mar, 9370-402","Caminho da Piedade, 12, Calheta, 9370-412",0,caminho piedade,37,Jardim Do Mar,9370-402,caminho da piedade 37 jardim do mar 9370-402,caminho piedade,12,Calheta,9370-412,caminho da piedade 12 calheta 9370-412,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,True,True,0.877158717428567,0.7021276595744681,0.48,0.6864287923343451,0.723004890629177,1.0,True,0.0,False,0.47985347985347987,False,0.95,False,0.8742583732057416,False,0.6608223706118443,1.0,0.0,47,41,6,0.8723404255319149,8,6,2,9,9,1,0.5796461030539906,0.6822345579999964,0.5139729549203234,0.4508358579308815,1,0,1,0,1,0.011726092230871395,0.7719196219393963
