id,type,tags,geometry,parsed_tags,has_address,has_building,geometry_parsed
262369830,node,"{'addr:city': 'Lisboa', 'addr:postcode': '1600-000', 'addr:street': 'Av. Padre Cruz', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'brand:wikipedia': 'en:BP', 'check_date': '2025-08-26', 'fuel:adblue': 'yes', 'fuel:diesel': 'yes', 'fuel:lpg': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'BP AV. PADRE CRUZ', 'opening_hours': '24/7', 'operator': 'BP', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",POINT (-9.1632943 38.7624002),"{'addr:city': 'Lisboa', 'addr:postcode': '1600-000', 'addr:street': 'Av. Padre Cruz', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'brand:wikipedia': 'en:BP', 'check_date': '2025-08-26', 'fuel:adblue': 'yes', 'fuel:diesel': 'yes', 'fuel:lpg': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'BP AV. PADRE CRUZ', 'opening_hours': '24/7', 'operator': 'BP', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",True,False,POINT (-9.1632943 38.7624002)
269332534,node,"{'addr:city': 'Lagos', 'addr:postcode': '8600-327', 'addr:street': 'EN125 Telheiro', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'check_date': '2025-08-25', 'compressed_air': 'yes', 'fuel:lpg': 'yes', 'name': 'Lagos - E. N. 125 (Oeste)', 'operator': 'BP', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/', 'valves': 'schrader', 'wheelchair': 'yes'}",POINT (-8.6733911 37.1197796),"{'addr:city': 'Lagos', 'addr:postcode': '8600-327', 'addr:street': 'EN125 Telheiro', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'check_date': '2025-08-25', 'compressed_air': 'yes', 'fuel:lpg': 'yes', 'name': 'Lagos - E. N. 125 (Oeste)', 'operator': 'BP', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/', 'valves': 'schrader', 'wheelchair': 'yes'}",True,False,POINT (-8.6733911 37.1197796)
269905948,node,"{'addr:city': 'Lagos', 'addr:housenumber': '86', 'addr:postcode': '8600', 'addr:street': 'Rua Cândido dos Reis', 'amenity': 'restaurant', 'name': ""Mullen's"", 'opening_hours': 'Mo-Su 12:00-00:00', 'phone': '+351 918480071'}",POINT (-8.672963 37.1004021),"{'addr:city': 'Lagos', 'addr:housenumber': '86', 'addr:postcode': '8600', 'addr:street': 'Rua Cândido dos Reis', 'amenity': 'restaurant', 'name': ""Mullen's"", 'opening_hours': 'Mo-Su 12:00-00:00', 'phone': '+351 918480071'}",True,False,POINT (-8.672963 37.1004021)
281335806,node,"{'addr:postcode': '2560-232', 'name': 'Paul', 'place': 'hamlet'}",POINT (-9.2852334 39.1008854),"{'addr:postcode': '2560-232', 'name': 'Paul', 'place': 'hamlet'}",True,False,POINT (-9.2852334 39.1008854)
286728213,node,"{'addr:city': 'Curral das Freiras', 'addr:postcode': '9000-421', 'email': 'info@eiradoserrado.com', 'name': 'Hotel Eira Do Serrado', 'phone': '+351 291 710 060', 'rooms': '26', 'tourism': 'hotel', 'website': 'https://www.eiradoserrado.com'}",POINT (-16.962948 32.710232),"{'addr:city': 'Curral das Freiras', 'addr:postcode': '9000-421', 'email': 'info@eiradoserrado.com', 'name': 'Hotel Eira Do Serrado', 'phone': '+351 291 710 060', 'rooms': '26', 'tourism': 'hotel', 'website': 'https://www.eiradoserrado.com'}",True,False,POINT (-16.962948 32.710232)
287011979,node,"{'addr:city': 'ELVAS', 'addr:postcode': '7350-443', 'addr:street': 'IP 7/A 6 Km 4,5', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'check_date': '2025-08-25', 'fuel:GTL_diesel': 'yes', 'fuel:diesel': 'yes', 'fuel:lpg': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'is_in:municipality': 'BADAJOZ', 'is_in:province': 'BADAJOZ', 'name': 'A.S. CAIA B', 'opening_hours': '24/7', 'operator': 'Repsol', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",POINT (-7.0488382 38.8835997),"{'addr:city': 'ELVAS', 'addr:postcode': '7350-443', 'addr:street': 'IP 7/A 6 Km 4,5', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'check_date': '2025-08-25', 'fuel:GTL_diesel': 'yes', 'fuel:diesel': 'yes', 'fuel:lpg': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'is_in:municipality': 'BADAJOZ', 'is_in:province': 'BADAJOZ', 'name': 'A.S. CAIA B', 'opening_hours': '24/7', 'operator': 'Repsol', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",True,False,POINT (-7.0488382 38.8835997)
287458462,node,"{'addr:city': 'São Mamede de Infesta', 'addr:street': 'Rua Godinho de Faria', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'brand:wikipedia': 'es:Repsol', 'name': 'Repsol', 'operator': 'Repsol'}",POINT (-8.6107174 41.1963674),"{'addr:city': 'São Mamede de Infesta', 'addr:street': 'Rua Godinho de Faria', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'brand:wikipedia': 'es:Repsol', 'name': 'Repsol', 'operator': 'Repsol'}",True,False,POINT (-8.6107174 41.1963674)
290915382,node,"{'addr:city': 'Samouco - Ponte Vasco da Gama', 'addr:postcode': '2870-000', 'addr:street': 'Acesso Ponte Vasco da Gama, Km 13,8 (N/S)', 'amenity': 'fuel', 'brand': 'Galp', 'brand:wikidata': 'Q1492739', 'brand:wikipedia': 'en:Galp Energia', 'check_date': '2025-08-27', 'fuel:lpg': 'yes', 'name': 'GALP A12 A.S. Alcochete - Pte Vasco da Gama (N/S)', 'operator': 'Galp', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",POINT (-8.9880137 38.7259751),"{'addr:city': 'Samouco - Ponte Vasco da Gama', 'addr:postcode': '2870-000', 'addr:street': 'Acesso Ponte Vasco da Gama, Km 13,8 (N/S)', 'amenity': 'fuel', 'brand': 'Galp', 'brand:wikidata': 'Q1492739', 'brand:wikipedia': 'en:Galp Energia', 'check_date': '2025-08-27', 'fuel:lpg': 'yes', 'name': 'GALP A12 A.S. Alcochete - Pte Vasco da Gama (N/S)', 'operator': 'Galp', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",True,False,POINT (-8.9880137 38.7259751)
291928851,node,"{'addr:city': 'Montijo', 'addr:postcode': '2870-823', 'addr:street': 'Rua Vasco da Gama', 'amenity': 'fuel', 'check_date': '2025-02-16', 'check_date:compressed_air': '2025-02-16', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'E.Leclerc', 'opening_hours': '24/7', 'operator': 'E.Leclerc', 'valves': 'schrader', 'wheelchair': 'yes'}",POINT (-8.9602 38.7018112),"{'addr:city': 'Montijo', 'addr:postcode': '2870-823', 'addr:street': 'Rua Vasco da Gama', 'amenity': 'fuel', 'check_date': '2025-02-16', 'check_date:compressed_air': '2025-02-16', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'E.Leclerc', 'opening_hours': '24/7', 'operator': 'E.Leclerc', 'valves': 'schrader', 'wheelchair': 'yes'}",True,False,POINT (-8.9602 38.7018112)
293441143,node,"{'addr:city': 'Porto Moniz', 'addr:postcode': '9270-095', 'addr:street': 'Rua Forte de são João Batista', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'name': 'Repsol E1950'}",POINT (-17.1669145 32.8659441),"{'addr:city': 'Porto Moniz', 'addr:postcode': '9270-095', 'addr:street': 'Rua Forte de são João Batista', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'name': 'Repsol E1950'}",True,False,POINT (-17.1669145 32.8659441)
293762205,node,"{'addr:city': 'Ribeira Brava', 'addr:postcode': '9350-000', 'addr:street': 'Feiteiras', 'brand': 'Valley View Hotel Encumeada', 'check_date': '2024-11-20', 'email': 'info@valleyviewhotelencumeada.pt', 'internet_access': 'yes', 'internet_access:fee': 'customers', 'name': 'Valley View Hotel Encumeada', 'phone': '+351291951282', 'rooms': '50', 'stars': '3', 'tourism': 'hotel', 'website': 'https://www.valleyviewhotelencumeada.pt'}",POINT (-17.0244953 32.7495336),"{'addr:city': 'Ribeira Brava', 'addr:postcode': '9350-000', 'addr:street': 'Feiteiras', 'brand': 'Valley View Hotel Encumeada', 'check_date': '2024-11-20', 'email': 'info@valleyviewhotelencumeada.pt', 'internet_access': 'yes', 'internet_access:fee': 'customers', 'name': 'Valley View Hotel Encumeada', 'phone': '+351291951282', 'rooms': '50', 'stars': '3', 'tourism': 'hotel', 'website': 'https://www.valleyviewhotelencumeada.pt'}",True,False,POINT (-17.0244953 32.7495336)
297318763,node,"{'addr:city': 'Guilhufe e Urrô', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'name': 'BP'}",POINT (-8.3068138 41.1925757),"{'addr:city': 'Guilhufe e Urrô', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'name': 'BP'}",True,False,POINT (-8.3068138 41.1925757)
297818113,node,"{'addr:housenumber': '19A', 'addr:street': 'Rua do Hospital Velho', 'name': 'Residencial Funchal', 'tourism': 'hostel', 'wikidata': 'Q111119247'}",POINT (-16.9036373 32.6490613),"{'addr:housenumber': '19A', 'addr:street': 'Rua do Hospital Velho', 'name': 'Residencial Funchal', 'tourism': 'hostel', 'wikidata': 'Q111119247'}",True,False,POINT (-16.9036373 32.6490613)
298176965,node,"{'addr:city': 'Lisboa', 'addr:housenumber': '3', 'addr:postcode': '1250-165', 'addr:street': 'Rua Mouzinho da Silveira', 'fax': '+351 213 150 319', 'internet_access': 'wlan', 'name': 'Hotel Jorge V', 'operator': 'Hotusa Hotels', 'phone': '+351 213 562 525', 'rooms': '49', 'source:pkey': 'b945c72b-d064-404e-88fe-97febe43026e', 'stars': '3', 'tourism': 'hotel', 'website': 'https://www.hoteljorgev.com/'}",POINT (-9.1494002 38.7213092),"{'addr:city': 'Lisboa', 'addr:housenumber': '3', 'addr:postcode': '1250-165', 'addr:street': 'Rua Mouzinho da Silveira', 'fax': '+351 213 150 319', 'internet_access': 'wlan', 'name': 'Hotel Jorge V', 'operator': 'Hotusa Hotels', 'phone': '+351 213 562 525', 'rooms': '49', 'source:pkey': 'b945c72b-d064-404e-88fe-97febe43026e', 'stars': '3', 'tourism': 'hotel', 'website': 'https://www.hoteljorgev.com/'}",True,False,POINT (-9.1494002 38.7213092)
298351852,node,"{'addr:street': 'Rua Dr. Jaoa Abel Freitas', 'amenity': 'restaurant', 'contact:phone': '+351 291 099 909', 'cuisine': 'regional', 'name': 'Vila do Peixe', 'opening_hours': 'Mo-Su 11:00-23:00', 'toilets': 'yes', 'toilets:wheelchair': 'yes', 'website': 'https://www.viladopeixe.com/', 'wheelchair': 'yes'}",POINT (-16.9747562 32.6490861),"{'addr:street': 'Rua Dr. Jaoa Abel Freitas', 'amenity': 'restaurant', 'contact:phone': '+351 291 099 909', 'cuisine': 'regional', 'name': 'Vila do Peixe', 'opening_hours': 'Mo-Su 11:00-23:00', 'toilets': 'yes', 'toilets:wheelchair': 'yes', 'website': 'https://www.viladopeixe.com/', 'wheelchair': 'yes'}",True,False,POINT (-16.9747562 32.6490861)
300300320,node,"{'addr:housenumber': '30A', 'addr:street': 'Rua Dr. Jaoa Abel Freitas', 'amenity': 'restaurant', 'cuisine': 'regional', 'name': 'Vila da Carne', 'website': 'www.viladacarne@sapo.pt'}",POINT (-16.97549 32.6494493),"{'addr:housenumber': '30A', 'addr:street': 'Rua Dr. Jaoa Abel Freitas', 'amenity': 'restaurant', 'cuisine': 'regional', 'name': 'Vila da Carne', 'website': 'www.viladacarne@sapo.pt'}",True,False,POINT (-16.97549 32.6494493)
300346592,node,"{'addr:city': 'Santo Isidoro', 'addr:housenumber': '48', 'addr:postcode': '2640-002', 'addr:street': 'Estrada de Albarral', 'amenity': 'pharmacy', 'name': 'Farmácia Oceano', 'source': 'http://portalnacional.com.pt/farmacia/farmacia-oceano-25852/'}",POINT (-9.4162215 39.0043337),"{'addr:city': 'Santo Isidoro', 'addr:housenumber': '48', 'addr:postcode': '2640-002', 'addr:street': 'Estrada de Albarral', 'amenity': 'pharmacy', 'name': 'Farmácia Oceano', 'source': 'http://portalnacional.com.pt/farmacia/farmacia-oceano-25852/'}",True,False,POINT (-9.4162215 39.0043337)
300363340,node,"{'addr:street': 'Rua Brigadeiro Oudinot', 'amenity': 'restaurant', 'cuisine': 'regional', 'internet_access': 'wlan', 'name': 'Restaurante Pastelaria'}",POINT (-16.904022 32.6487598),"{'addr:street': 'Rua Brigadeiro Oudinot', 'amenity': 'restaurant', 'cuisine': 'regional', 'internet_access': 'wlan', 'name': 'Restaurante Pastelaria'}",True,False,POINT (-16.904022 32.6487598)
300363346,node,"{'addr:city': 'Funchal', 'addr:housenumber': '6', 'addr:postcode': '9050-025', 'addr:street': 'Largo do Phelps', 'consulate': 'yes', 'contact:email': 'funchal@hk-diplo.de', 'contact:phone': '+351 291 220-338', 'country': 'DE', 'diplomatic': 'consulate', 'name': 'Deutsches Konsulat', 'office': 'diplomatic', 'official_name': 'Consulate of Germany in Funchal, Portugal', 'target': 'PT'}",POINT (-16.9066356 32.6496039),"{'addr:city': 'Funchal', 'addr:housenumber': '6', 'addr:postcode': '9050-025', 'addr:street': 'Largo do Phelps', 'consulate': 'yes', 'contact:email': 'funchal@hk-diplo.de', 'contact:phone': '+351 291 220-338', 'country': 'DE', 'diplomatic': 'consulate', 'name': 'Deutsches Konsulat', 'office': 'diplomatic', 'official_name': 'Consulate of Germany in Funchal, Portugal', 'target': 'PT'}",True,False,POINT (-16.9066356 32.6496039)
300363348,node,"{'addr:city': 'Funchal', 'addr:housenumber': '19', 'addr:postcode': '9050-449', 'addr:street': 'Rua Doutor Fernão de Ornelas', 'amenity': 'pharmacy', 'check_date:currency:XBT': '2024-06-06', 'currency:XBT': 'yes', 'email': 'farmaciaconfianca.funchal@gmail.com', 'healthcare': 'pharmacy', 'name': 'Farmacia Confiança - Pharmacy', 'opening_hours': 'Mo-Sa 08:00-20:00', 'payment:lightning': 'yes', 'payment:lightning_contactless': 'yes', 'payment:onchain': 'yes', 'phone': '(+351) 291 223 586', 'survey:date': '2025-03-19', 'website': 'https://www.farmaciasegura.pt'}",POINT (-16.9065213 32.6493713),"{'addr:city': 'Funchal', 'addr:housenumber': '19', 'addr:postcode': '9050-449', 'addr:street': 'Rua Doutor Fernão de Ornelas', 'amenity': 'pharmacy', 'check_date:currency:XBT': '2024-06-06', 'currency:XBT': 'yes', 'email': 'farmaciaconfianca.funchal@gmail.com', 'healthcare': 'pharmacy', 'name': 'Farmacia Confiança - Pharmacy', 'opening_hours': 'Mo-Sa 08:00-20:00', 'payment:lightning': 'yes', 'payment:lightning_contactless': 'yes', 'payment:onchain': 'yes', 'phone': '(+351) 291 223 586', 'survey:date': '2025-03-19', 'website': 'https://www.farmaciasegura.pt'}",True,False,POINT (-16.9065213 32.6493713)
300363364,node,"{'addr:housenumber': '1', 'addr:street': 'Calçada do Pico', 'name': 'Museu da Quinta das Cruzes', 'tourism': 'museum'}",POINT (-16.9138739 32.6510464),"{'addr:housenumber': '1', 'addr:street': 'Calçada do Pico', 'name': 'Museu da Quinta das Cruzes', 'tourism': 'museum'}",True,False,POINT (-16.9138739 32.6510464)
301267561,node,"{'addr:city': 'Lisboa', 'addr:housenumber': '2', 'addr:street': 'Largo do Carmo', 'amenity': 'cafe', 'check_date': '2024-05-06', 'contact:instagram': 'https://www.instagram.com/leitaria.academica/', 'name': 'Leitaria Académica', 'outdoor_seating': 'yes'}",POINT (-9.1405786 38.7116756),"{'addr:city': 'Lisboa', 'addr:housenumber': '2', 'addr:street': 'Largo do Carmo', 'amenity': 'cafe', 'check_date': '2024-05-06', 'contact:instagram': 'https://www.instagram.com/leitaria.academica/', 'name': 'Leitaria Académica', 'outdoor_seating': 'yes'}",True,False,POINT (-9.1405786 38.7116756)
304977484,node,"{'addr:city': 'Évora', 'addr:housenumber': '1', 'addr:postcode': '7000-646', 'addr:street': 'Largo da Misericórdia', 'internet_access': 'yes', 'name': 'Albergaria Solar de Monfalim', 'phone': '+351 266 703 529', 'rooms': '26', 'stars': '2', 'start_date': '1892', 'tourism': 'hotel', 'website': 'https://www.solarmonfalim.com/solar-monfalim'}",POINT (-7.907104 38.5704628),"{'addr:city': 'Évora', 'addr:housenumber': '1', 'addr:postcode': '7000-646', 'addr:street': 'Largo da Misericórdia', 'internet_access': 'yes', 'name': 'Albergaria Solar de Monfalim', 'phone': '+351 266 703 529', 'rooms': '26', 'stars': '2', 'start_date': '1892', 'tourism': 'hotel', 'website': 'https://www.solarmonfalim.com/solar-monfalim'}",True,False,POINT (-7.907104 38.5704628)
308119709,node,"{'addr:city': 'Lisboa', 'addr:housenumber': '20', 'addr:postcode': '1050-113', 'addr:street': 'Rua Filipe Folque', 'fax': '+351 213 139 419', 'internet_access': 'wlan', 'name': 'Turim Lisboa Hotel', 'phone': '+351 210 330 900', 'ref:gds:amadeus': 'OILISLIA', 'ref:gds:galileo': 'OI E0053', 'ref:gds:sabre': 'OI 285161', 'ref:gds:worldspan': 'OI LISIA', 'rooms': '56', 'source:pkey': '3e035947-cf46-4f6e-8047-97969e6340b5', 'stars': '4', 'tourism': 'hotel', 'website': 'https://www.turim-hotels.com/hoteis/turim-lisboa-hotel-134'}",POINT (-9.1492361 38.7322739),"{'addr:city': 'Lisboa', 'addr:housenumber': '20', 'addr:postcode': '1050-113', 'addr:street': 'Rua Filipe Folque', 'fax': '+351 213 139 419', 'internet_access': 'wlan', 'name': 'Turim Lisboa Hotel', 'phone': '+351 210 330 900', 'ref:gds:amadeus': 'OILISLIA', 'ref:gds:galileo': 'OI E0053', 'ref:gds:sabre': 'OI 285161', 'ref:gds:worldspan': 'OI LISIA', 'rooms': '56', 'source:pkey': '3e035947-cf46-4f6e-8047-97969e6340b5', 'stars': '4', 'tourism': 'hotel', 'website': 'https://www.turim-hotels.com/hoteis/turim-lisboa-hotel-134'}",True,False,POINT (-9.1492361 38.7322739)
309785026,node,"{'addr:city': 'Estoril', 'addr:postcode': '2765-249', 'addr:street': 'Avenida Marginal', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'brand:wikipedia': 'en:BP', 'name': 'BP', 'operator': 'Disbrand Trading, LDA.', 'phone': '214683200', 'survey:date': '2014-03-01'}",POINT (-9.400108 38.7038459),"{'addr:city': 'Estoril', 'addr:postcode': '2765-249', 'addr:street': 'Avenida Marginal', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'brand:wikipedia': 'en:BP', 'name': 'BP', 'operator': 'Disbrand Trading, LDA.', 'phone': '214683200', 'survey:date': '2014-03-01'}",True,False,POINT (-9.400108 38.7038459)
309785374,node,"{'addr:city': 'Estoril', 'addr:street': 'Avenida de Nice', 'name': 'Vila Galé Estoril', 'tourism': 'hotel'}",POINT (-9.3969079 38.7037593),"{'addr:city': 'Estoril', 'addr:street': 'Avenida de Nice', 'name': 'Vila Galé Estoril', 'tourism': 'hotel'}",True,False,POINT (-9.3969079 38.7037593)
309816093,node,"{'addr:city': 'Estoril', 'addr:postcode': '2765-273', 'addr:street': 'Avenida dos Bombeiros Voluntários', 'amenity': 'fuel', 'description': 'Car washing', 'name': 'GALP'}",POINT (-9.3935217 38.7110905),"{'addr:city': 'Estoril', 'addr:postcode': '2765-273', 'addr:street': 'Avenida dos Bombeiros Voluntários', 'amenity': 'fuel', 'description': 'Car washing', 'name': 'GALP'}",True,False,POINT (-9.3935217 38.7110905)
309816127,node,"{'addr:city': 'Estoril', 'addr:postcode': '2765-273', 'addr:street': 'Avenida dos Bombeiros Voluntários', 'amenity': 'fuel', 'description': 'Car washing', 'name': 'Repsol'}",POINT (-9.3938985 38.7127272),"{'addr:city': 'Estoril', 'addr:postcode': '2765-273', 'addr:street': 'Avenida dos Bombeiros Voluntários', 'amenity': 'fuel', 'description': 'Car washing', 'name': 'Repsol'}",True,False,POINT (-9.3938985 38.7127272)
309816128,node,"{'addr:city': 'Estoril', 'addr:postcode': '2775-000', 'addr:street': 'Av. Conde de Barcelona', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'check_date': '2025-08-25', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:lpg': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'E.S. ESTORIL', 'opening_hours': 'PH,Mo-Su 06:30-22:30', 'operator': 'Repsol', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",POINT (-9.3899756 38.7142094),"{'addr:city': 'Estoril', 'addr:postcode': '2775-000', 'addr:street': 'Av. Conde de Barcelona', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'check_date': '2025-08-25', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:lpg': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'E.S. ESTORIL', 'opening_hours': 'PH,Mo-Su 06:30-22:30', 'operator': 'Repsol', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",True,False,POINT (-9.3899756 38.7142094)
314536636,node,"{'addr:city': 'Gondomar (São Cosme)', 'addr:housename': 'Farmácia Cardoso', 'addr:housenumber': '64/58', 'addr:postcode': '4420-307', 'addr:street': 'Largo de Santo António', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmácia Cardoso'}",POINT (-8.5322474 41.1364476),"{'addr:city': 'Gondomar (São Cosme)', 'addr:housename': 'Farmácia Cardoso', 'addr:housenumber': '64/58', 'addr:postcode': '4420-307', 'addr:street': 'Largo de Santo António', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmácia Cardoso'}",True,False,POINT (-8.5322474 41.1364476)
314896111,node,"{'addr:city': 'Caniço', 'addr:postcode': '9125-011', 'addr:street': 'Estrada João Gonçalves Zarco', 'branch': 'Caniço', 'brand': 'Continente Modelo', 'brand:wikidata': 'Q1892188', 'brand:wikipedia': 'pt:Continente Modelo', 'contact:facebook': 'continenteoficial', 'contact:instagram': 'continente', 'contact:phone': '+351 291 930 708', 'contact:youtube': 'https://www.youtube.com/user/continentept', 'name': 'Continente Modelo', 'opening_hours': 'Mo-Th,Su 08:30-21:30; Fr,Sa 08:30-22:00', 'ref': 'ba284b65-aca2-5357-9ed6-478aee0dc20a', 'shop': 'supermarket', 'source:contact': 'website', 'source:opening_hours': 'website', 'website': 'https://feed.continente.pt/lojas/continente-modelo-canico'}",POINT (-16.8420908 32.6531722),"{'addr:city': 'Caniço', 'addr:postcode': '9125-011', 'addr:street': 'Estrada João Gonçalves Zarco', 'branch': 'Caniço', 'brand': 'Continente Modelo', 'brand:wikidata': 'Q1892188', 'brand:wikipedia': 'pt:Continente Modelo', 'contact:facebook': 'continenteoficial', 'contact:instagram': 'continente', 'contact:phone': '+351 291 930 708', 'contact:youtube': 'https://www.youtube.com/user/continentept', 'name': 'Continente Modelo', 'opening_hours': 'Mo-Th,Su 08:30-21:30; Fr,Sa 08:30-22:00', 'ref': 'ba284b65-aca2-5357-9ed6-478aee0dc20a', 'shop': 'supermarket', 'source:contact': 'website', 'source:opening_hours': 'website', 'website': 'https://feed.continente.pt/lojas/continente-modelo-canico'}",True,False,POINT (-16.8420908 32.6531722)
318424351,node,"{'addr:city': 'Santa Cruz', 'addr:postcode': '9100-153', 'amenity': 'bank', 'atm': 'yes', 'branch': 'Santa Cruz - Madeira', 'branch:type': 'retail', 'brand': 'Caixa Geral de Depósitos', 'brand:website': 'https://www.cgd.pt/', 'brand:wikidata': 'Q1026044', 'brand:wikipedia': 'pt:Caixa Geral de Depósitos', 'contact:facebook': 'caixageraldedepositos', 'contact:instagram': 'caixageraldedepositos', 'contact:linkedin': 'https://www.linkedin.com/company/caixageraldedepositos/', 'contact:phone': '+351 217 900 790', 'contact:youtube': 'http://www.youtube.com/user/mediacgd', 'fixme': 'more info', 'name': 'Caixa Geral de Depósitos', 'opening_hours': 'Mo-Fr 08:30-12:30,13:30-15:00; Sa,Su,PH off', 'operator': 'Caixa Geral de Depósitos', 'operator:wikidata': 'Q1026044', 'operator:wikipedia': 'pt:Caixa Geral de Depósitos', 'ref': '1626', 'short_name': 'CGD', 'source:contact': 'website', 'source:opening_hours': 'website', 'website': 'https://www.cgd.pt/Corporativo/Rede-CGD/Pages/SANTA-CRUZ-MADEIRA.aspx'}",POINT (-16.7918495 32.6880488),"{'addr:city': 'Santa Cruz', 'addr:postcode': '9100-153', 'amenity': 'bank', 'atm': 'yes', 'branch': 'Santa Cruz - Madeira', 'branch:type': 'retail', 'brand': 'Caixa Geral de Depósitos', 'brand:website': 'https://www.cgd.pt/', 'brand:wikidata': 'Q1026044', 'brand:wikipedia': 'pt:Caixa Geral de Depósitos', 'contact:facebook': 'caixageraldedepositos', 'contact:instagram': 'caixageraldedepositos', 'contact:linkedin': 'https://www.linkedin.com/company/caixageraldedepositos/', 'contact:phone': '+351 217 900 790', 'contact:youtube': 'http://www.youtube.com/user/mediacgd', 'fixme': 'more info', 'name': 'Caixa Geral de Depósitos', 'opening_hours': 'Mo-Fr 08:30-12:30,13:30-15:00; Sa,Su,PH off', 'operator': 'Caixa Geral de Depósitos', 'operator:wikidata': 'Q1026044', 'operator:wikipedia': 'pt:Caixa Geral de Depósitos', 'ref': '1626', 'short_name': 'CGD', 'source:contact': 'website', 'source:opening_hours': 'website', 'website': 'https://www.cgd.pt/Corporativo/Rede-CGD/Pages/SANTA-CRUZ-MADEIRA.aspx'}",True,False,POINT (-16.7918495 32.6880488)
318653450,node,"{'addr:city': 'Ponta do Sol', 'addr:housenumber': '1', 'addr:postcode': '9360-421', 'addr:street': 'Rua dos Lombos', 'amenity': 'restaurant', 'cuisine': 'regional_(fish)', 'name': 'A Poita', 'name:es': 'A Poita', 'opening_hours': 'Mo-Su,PH 12:00-21:00+', 'phone': '291 972 871', 'smoking': 'separated'}",POINT (-17.1343864 32.7034479),"{'addr:city': 'Ponta do Sol', 'addr:housenumber': '1', 'addr:postcode': '9360-421', 'addr:street': 'Rua dos Lombos', 'amenity': 'restaurant', 'cuisine': 'regional_(fish)', 'name': 'A Poita', 'name:es': 'A Poita', 'opening_hours': 'Mo-Su,PH 12:00-21:00+', 'phone': '291 972 871', 'smoking': 'separated'}",True,False,POINT (-17.1343864 32.7034479)
